time_min,pressure_psi,rate_bpm,G
5.523,7964.098,0.000,0.181
5.570,7963.218,0.000,0.196
5.618,7958.895,0.000,0.211
5.666,7953.239,0.000,0.226
5.715,7952.692,0.000,0.241
5.763,7947.034,0.000,0.256
5.813,7947.706,0.000,0.271
5.863,7942.846,0.000,0.286
5.913,7939.574,0.000,0.301
5.964,7935.579,0.000,0.316
6.015,7936.383,0.000,0.331
6.067,7930.626,0.000,0.346
6.119,7927.075,0.000,0.361
6.171,7924.225,0.000,0.376
6.224,7922.991,0.000,0.391
6.277,7919.654,0.000,0.406
6.331,7916.746,0.000,0.421
6.385,7913.779,0.000,0.436
6.439,7914.198,0.000,0.451
6.494,7906.099,0.000,0.466
6.549,7902.885,0.000,0.481
6.605,7899.279,0.000,0.496
6.661,7899.136,0.000,0.511
6.718,7897.159,0.000,0.526
6.774,7891.670,0.000,0.541
6.832,7887.215,0.000,0.556
6.889,7884.243,0.000,0.571
6.947,7884.191,0.000,0.586
7.006,7881.373,0.000,0.601
7.064,7877.970,0.000,0.616
7.124,7872.550,0.000,0.631
7.183,7871.342,0.000,0.647
7.243,7868.109,0.000,0.662
7.303,7865.310,0.000,0.677
7.364,7863.612,0.000,0.692
7.425,7859.314,0.000,0.707
7.487,7857.222,0.000,0.722
7.548,7852.996,0.000,0.737
7.611,7850.436,0.000,0.752
7.673,7848.118,0.000,0.767
7.736,7840.938,0.000,0.782
7.799,7840.210,0.000,0.797
7.863,7836.906,0.000,0.812
7.927,7833.566,0.000,0.827
7.992,7831.291,0.000,0.842
8.056,7831.828,0.000,0.857
8.121,7824.104,0.000,0.872
8.187,7824.769,0.000,0.887
8.253,7816.464,0.000,0.902
8.319,7816.157,0.000,0.917
8.386,7814.150,0.000,0.932
8.453,7811.994,0.000,0.947
8.520,7809.241,0.000,0.962
8.588,7806.402,0.000,0.977
8.656,7801.115,0.000,0.992
8.724,7797.885,0.000,1.007
8.793,7797.523,0.000,1.022
8.862,7792.422,0.000,1.037
8.932,7787.250,0.000,1.052
9.002,7784.532,0.000,1.067
9.072,7781.957,0.000,1.082
9.143,7781.787,0.000,1.097
9.214,7778.075,0.000,1.112
9.285,7776.168,0.000,1.127
9.357,7770.930,0.000,1.142
9.429,7769.099,0.000,1.157
9.502,7767.030,0.000,1.172
9.574,7762.157,0.000,1.187
9.648,7760.687,0.000,1.202
9.721,7755.446,0.000,1.217
9.795,7753.041,0.000,1.232
9.869,7750.001,0.000,1.247
9.944,7745.370,0.000,1.262
10.019,7745.733,0.000,1.277
10.094,7740.817,0.000,1.292
10.170,7738.778,0.000,1.307
10.246,7736.712,0.000,1.322
10.322,7733.641,0.000,1.337
10.399,7731.076,0.000,1.352
10.476,7726.545,0.000,1.367
10.554,7722.893,0.000,1.382
10.631,7720.577,0.000,1.397
10.710,7714.359,0.000,1.412
10.788,7711.836,0.000,1.427
10.867,7709.082,0.000,1.442
10.946,7706.730,0.000,1.457
11.026,7706.522,0.000,1.472
11.106,7700.908,0.000,1.487
11.186,7698.960,0.000,1.502
11.267,7699.312,0.000,1.517
11.348,7692.998,0.000,1.532
11.429,7692.183,0.000,1.547
11.511,7685.838,0.000,1.562
11.593,7684.291,0.000,1.577
11.676,7679.799,0.000,1.592
11.758,7678.019,0.000,1.607
11.842,7677.374,0.000,1.622
11.925,7669.236,0.000,1.637
12.009,7670.557,0.000,1.652
12.093,7667.161,0.000,1.667
12.178,7662.494,0.000,1.682
12.263,7657.787,0.000,1.697
12.348,7657.821,0.000,1.712
12.434,7653.615,0.000,1.727
12.520,7652.136,0.000,1.742
12.606,7648.712,0.000,1.757
12.693,7648.869,0.000,1.772
12.780,7642.184,0.000,1.787
12.867,7637.613,0.000,1.802
12.955,7637.015,0.000,1.817
13.043,7634.094,0.000,1.832
13.132,7633.370,0.000,1.847
13.220,7629.319,0.000,1.862
13.310,7625.359,0.000,1.877
13.399,7624.569,0.000,1.892
13.489,7616.262,0.000,1.907
13.579,7614.358,0.000,1.922
13.670,7610.781,0.000,1.938
13.761,7608.852,0.000,1.953
13.852,7603.875,0.000,1.968
13.944,7604.896,0.000,1.983
14.036,7600.178,0.000,1.998
14.128,7594.678,0.000,2.013
14.221,7592.586,0.000,2.028
14.314,7592.241,0.000,2.043
14.407,7590.288,0.000,2.058
14.501,7589.602,0.000,2.073
14.595,7588.434,0.000,2.088
14.690,7580.432,0.000,2.103
14.784,7574.621,0.000,2.118
14.879,7569.333,0.000,2.133
14.975,7571.130,0.000,2.148
15.071,7565.966,0.000,2.163
15.167,7563.758,0.000,2.178
15.264,7560.362,0.000,2.193
15.361,7558.302,0.000,2.208
15.458,7557.712,0.000,2.223
15.555,7552.892,0.000,2.238
15.653,7549.257,0.000,2.253
15.752,7544.500,0.000,2.268
15.850,7540.220,0.000,2.283
15.949,7539.594,0.000,2.298
16.049,7537.456,0.000,2.313
16.149,7538.096,0.000,2.328
16.249,7531.818,0.000,2.343
16.349,7530.520,0.000,2.358
16.450,7524.553,0.000,2.373
16.551,7520.179,0.000,2.388
16.652,7517.616,0.000,2.403
16.754,7515.093,0.000,2.418
16.856,7517.798,0.000,2.433
16.959,7508.895,0.000,2.448
17.062,7509.212,0.000,2.463
17.165,7502.726,0.000,2.478
17.269,7503.392,0.000,2.493
17.373,7499.296,0.000,2.508
17.477,7495.210,0.000,2.523
17.581,7492.439,0.000,2.538
17.686,7488.208,0.000,2.553
17.792,7487.407,0.000,2.568
17.897,7482.602,0.000,2.583
18.004,7478.058,0.000,2.598
18.110,7474.951,0.000,2.613
18.217,7474.849,0.000,2.628
18.324,7474.659,0.000,2.643
18.431,7468.818,0.000,2.658
18.539,7465.258,0.000,2.673
18.647,7463.064,0.000,2.688
18.756,7462.102,0.000,2.703
18.864,7456.925,0.000,2.718
18.974,7452.662,0.000,2.733
19.083,7452.694,0.000,2.748
19.193,7448.336,0.000,2.763
19.303,7447.547,0.000,2.778
19.414,7441.839,0.000,2.793
19.525,7436.021,0.000,2.808
19.636,7432.731,0.000,2.823
19.748,7435.766,0.000,2.838
19.860,7432.909,0.000,2.853
19.972,7426.099,0.000,2.868
20.085,7422.689,0.000,2.883
20.198,7423.376,0.000,2.898
20.311,7415.236,0.000,2.913
20.425,7412.658,0.000,2.928
20.539,7412.731,0.000,2.943
20.653,7407.652,0.000,2.958
20.768,7405.428,0.000,2.973
20.883,7402.109,0.000,2.988
20.999,7400.108,0.000,3.003
21.114,7399.245,0.000,3.018
21.231,7393.608,0.000,3.033
21.347,7391.712,0.000,3.048
21.464,7383.321,0.000,3.063
21.581,7384.321,0.000,3.078
21.699,7379.729,0.000,3.093
21.817,7375.975,0.000,3.108
21.935,7373.654,0.000,3.123
22.053,7371.739,0.000,3.138
22.172,7371.236,0.000,3.153
22.292,7363.749,0.000,3.168
22.411,7363.460,0.000,3.183
22.531,7359.428,0.000,3.198
22.652,7356.738,0.000,3.213
22.772,7356.396,0.000,3.229
22.894,7352.464,0.000,3.244
23.015,7351.059,0.000,3.259
23.137,7345.073,0.000,3.274
23.259,7340.987,0.000,3.289
23.381,7338.928,0.000,3.304
23.504,7336.858,0.000,3.319
23.627,7333.724,0.000,3.334
23.751,7328.199,0.000,3.349
23.875,7327.546,0.000,3.364
23.999,7324.818,0.000,3.379
24.123,7326.394,0.000,3.394
24.248,7322.110,0.000,3.409
24.373,7313.647,0.000,3.424
24.499,7311.776,0.000,3.439
24.625,7306.421,0.000,3.454
24.751,7305.164,0.000,3.469
24.878,7303.973,0.000,3.484
25.005,7302.751,0.000,3.499
25.132,7295.878,0.000,3.514
25.260,7293.025,0.000,3.529
25.388,7287.036,0.000,3.544
25.516,7288.003,0.000,3.559
25.645,7283.200,0.000,3.574
25.774,7281.263,0.000,3.589
25.903,7277.566,0.000,3.604
26.033,7276.128,0.000,3.619
26.163,7269.798,0.000,3.634
26.294,7267.377,0.000,3.649
26.425,7271.567,0.000,3.664
26.556,7261.730,0.000,3.679
26.687,7259.109,0.000,3.694
26.819,7261.973,0.000,3.709
26.951,7261.107,0.000,3.724
27.084,7249.951,0.000,3.739
27.217,7248.555,0.000,3.754
27.350,7246.971,0.000,3.769
27.484,7246.743,0.000,3.784
27.618,7238.309,0.000,3.799
27.752,7236.789,0.000,3.814
27.887,7235.832,0.000,3.829
28.022,7232.144,0.000,3.844
28.157,7227.519,0.000,3.859
28.293,7225.001,0.000,3.874
28.429,7219.516,0.000,3.889
28.565,7218.786,0.000,3.904
28.702,7215.727,0.000,3.919
28.839,7213.721,0.000,3.934
28.976,7209.144,0.000,3.949
29.114,7208.194,0.000,3.964
29.252,7206.274,0.000,3.979
29.391,7201.557,0.000,3.994
29.530,7198.946,0.000,4.009
29.669,7195.346,0.000,4.024
29.808,7192.237,0.000,4.039
29.948,7187.791,0.000,4.054
30.093,7186.864,0.000,4.069
30.241,7183.034,0.000,4.084
30.388,7184.412,0.000,4.099
30.536,7180.370,0.000,4.114
30.683,7174.992,0.000,4.129
30.831,7169.691,0.000,4.144
30.978,7165.990,0.000,4.159
31.126,7167.594,0.000,4.174
31.273,7162.734,0.000,4.189
31.421,7160.166,0.000,4.204
31.569,7152.714,0.000,4.219
31.716,7155.055,0.000,4.234
31.864,7151.106,0.000,4.249
32.011,7144.974,0.000,4.264
32.159,7143.249,0.000,4.279
32.306,7141.716,0.000,4.294
32.454,7138.291,0.000,4.309
32.601,7134.599,0.000,4.324
32.749,7131.973,0.000,4.339
32.897,7128.674,0.000,4.354
33.044,7126.480,0.000,4.369
33.192,7126.115,0.000,4.384
33.339,7115.036,0.000,4.399
33.487,7116.693,0.000,4.414
33.634,7114.516,0.000,4.429
33.782,7111.753,0.000,4.444
33.929,7107.414,0.000,4.459
34.077,7101.642,0.000,4.474
34.224,7102.808,0.000,4.489
34.372,7102.604,0.000,4.505
34.520,7093.079,0.000,4.520
34.667,7094.871,0.000,4.535
34.815,7089.484,0.000,4.550
34.962,7087.015,0.000,4.565
35.110,7082.029,0.000,4.580
35.257,7080.463,0.000,4.595
35.405,7080.730,0.000,4.610
35.552,7076.292,0.000,4.625
35.700,7075.588,0.000,4.640
35.847,7071.476,0.000,4.655
35.995,7066.996,0.000,4.670
36.143,7066.603,0.000,4.685
36.294,7060.990,0.000,4.700
36.456,7058.766,0.000,4.715
36.618,7053.514,0.000,4.730
36.779,7051.237,0.000,4.745
36.941,7046.706,0.000,4.760
37.103,7047.077,0.000,4.775
37.264,7039.739,0.000,4.790
37.426,7040.657,0.000,4.805
37.588,7035.708,0.000,4.820
37.749,7035.429,0.000,4.835
37.911,7031.586,0.000,4.850
38.072,7030.723,0.000,4.865
38.234,7025.540,0.000,4.880
38.396,7017.931,0.000,4.895
38.557,7017.939,0.000,4.910
38.719,7012.726,0.000,4.925
38.881,7011.030,0.000,4.940
39.042,7012.087,0.000,4.955
39.204,7007.336,0.000,4.970
39.366,7001.661,0.000,4.985
39.527,6998.028,0.000,5.000
39.689,6997.118,0.000,5.015
39.850,6991.617,0.000,5.030
40.012,6989.705,0.000,5.045
40.174,6988.668,0.000,5.060
40.335,6987.352,0.000,5.075
40.497,6983.256,0.000,5.090
40.659,6974.453,0.000,5.105
40.820,6976.642,0.000,5.120
40.982,6973.174,0.000,5.135
41.144,6970.855,0.000,5.150
41.305,6970.257,0.000,5.165
41.467,6959.895,0.000,5.180
41.629,6959.837,0.000,5.195
41.790,6959.198,0.000,5.210
41.952,6951.850,0.000,5.225
42.113,6954.962,0.000,5.240
42.275,6949.744,0.000,5.255
42.437,6947.698,0.000,5.270
42.607,6941.860,0.000,5.285
42.782,6941.627,0.000,5.300
42.956,6939.133,0.000,5.315
43.131,6934.459,0.000,5.330
43.305,6931.459,0.000,5.345
43.480,6928.528,0.000,5.360
43.654,6923.258,0.000,5.375
43.829,6921.687,0.000,5.390
44.004,6918.674,0.000,5.405
44.178,6916.743,0.000,5.420
44.353,6914.973,0.000,5.435
44.527,6907.854,0.000,5.450
44.702,6906.718,0.000,5.465
44.877,6906.928,0.000,5.480
45.051,6899.475,0.000,5.495
45.226,6896.315,0.000,5.510
45.400,6895.361,0.000,5.525
45.575,6893.642,0.000,5.540
45.749,6888.974,0.000,5.555
45.924,6888.606,0.000,5.570
46.099,6884.659,0.000,5.585
46.273,6881.626,0.000,5.600
46.448,6878.048,0.000,5.615
46.622,6878.592,0.000,5.630
46.797,6870.523,0.000,5.645
46.972,6863.924,0.000,5.660
47.146,6868.137,0.000,5.675
47.321,6861.010,0.000,5.690
47.495,6859.138,0.000,5.705
47.670,6858.539,0.000,5.720
47.844,6849.712,0.000,5.735
48.019,6847.411,0.000,5.750
48.194,6843.709,0.000,5.765
48.368,6842.320,0.000,5.780
48.543,6841.785,0.000,5.796
48.717,6838.951,0.000,5.811
48.903,6835.452,0.000,5.826
49.089,6829.071,0.000,5.841
49.276,6824.274,0.000,5.856
49.463,6826.000,0.000,5.871
49.649,6821.945,0.000,5.886
49.836,6820.804,0.000,5.901
50.022,6818.287,0.000,5.916
50.209,6814.156,0.000,5.931
50.396,6812.397,0.000,5.946
50.582,6808.333,0.000,5.961
50.769,6805.932,0.000,5.976
50.956,6800.459,0.000,5.991
51.072,6799.641,0.000,6.000
51.142,6725.676,0.000,6.006
51.329,6661.982,0.000,6.021
51.515,6618.306,0.000,6.036
51.702,6587.838,0.000,6.051
51.889,6559.077,0.000,6.066
52.075,6535.602,0.000,6.081
52.262,6516.211,0.000,6.096
52.449,6491.195,0.000,6.111
52.635,6474.750,0.000,6.126
52.822,6457.801,0.000,6.141
53.008,6440.582,0.000,6.156
53.195,6429.286,0.000,6.171
53.382,6418.324,0.000,6.186
53.568,6403.132,0.000,6.201
53.755,6391.589,0.000,6.216
53.941,6381.416,0.000,6.231
54.128,6370.433,0.000,6.246
54.315,6356.632,0.000,6.261
54.501,6348.881,0.000,6.276
54.688,6336.139,0.000,6.291
54.875,6324.410,0.000,6.306
55.066,6315.348,0.000,6.321
55.264,6304.326,0.000,6.336
55.462,6296.540,0.000,6.351
55.660,6288.890,0.000,6.366
55.858,6282.746,0.000,6.381
56.056,6276.343,0.000,6.396
56.254,6262.116,0.000,6.411
56.452,6257.847,0.000,6.426
56.649,6247.355,0.000,6.441
56.847,6242.942,0.000,6.456
57.045,6234.460,0.000,6.471
57.243,6223.955,0.000,6.486
57.441,6222.524,0.000,6.501
57.639,6212.657,0.000,6.516
57.837,6206.142,0.000,6.531
58.035,6198.549,0.000,6.546
58.233,6192.989,0.000,6.561
58.431,6188.888,0.000,6.576
58.629,6181.508,0.000,6.591
58.827,6176.513,0.000,6.606
59.025,6170.659,0.000,6.621
59.223,6166.762,0.000,6.636
59.420,6157.724,0.000,6.651
59.618,6149.843,0.000,6.666
59.816,6149.414,0.000,6.681
60.014,6141.190,0.000,6.696
60.212,6138.746,0.000,6.711
60.410,6132.032,0.000,6.726
60.608,6125.835,0.000,6.741
60.806,6121.707,0.000,6.756
61.004,6119.902,0.000,6.771
61.202,6115.219,0.000,6.786
61.409,6106.342,0.000,6.801
61.618,6101.733,0.000,6.816
61.826,6098.843,0.000,6.831
62.035,6090.345,0.000,6.846
62.244,6088.112,0.000,6.861
62.452,6082.867,0.000,6.876
62.661,6079.082,0.000,6.891
62.869,6072.381,0.000,6.906
63.078,6066.521,0.000,6.921
63.287,6061.264,0.000,6.936
63.495,6058.939,0.000,6.951
63.704,6056.075,0.000,6.966
63.912,6052.276,0.000,6.981
64.121,6052.658,0.000,6.996
64.330,6046.967,0.000,7.011
64.538,6038.851,0.000,7.026
64.747,6037.539,0.000,7.041
64.956,6032.143,0.000,7.056
65.164,6028.548,0.000,7.071
65.373,6025.692,0.000,7.087
65.581,6022.806,0.000,7.102
65.790,6017.179,0.000,7.117
65.999,6016.316,0.000,7.132
66.207,6008.276,0.000,7.147
66.416,6006.984,0.000,7.162
66.624,6008.617,0.000,7.177
66.833,6000.356,0.000,7.192
67.042,5999.302,0.000,7.207
67.250,5993.180,0.000,7.222
67.459,5990.756,0.000,7.237
67.677,5986.114,0.000,7.252
67.896,5982.554,0.000,7.267
68.115,5978.037,0.000,7.282
68.333,5977.190,0.000,7.297
68.552,5971.393,0.000,7.312
68.771,5971.225,0.000,7.327
68.990,5968.894,0.000,7.342
69.209,5964.316,0.000,7.357
69.427,5959.900,0.000,7.372
69.646,5958.300,0.000,7.387
69.865,5953.724,0.000,7.402
70.084,5953.189,0.000,7.417
70.302,5944.660,0.000,7.432
70.521,5944.684,0.000,7.447
70.740,5938.434,0.000,7.462
70.959,5936.511,0.000,7.477
71.178,5939.341,0.000,7.492
71.396,5935.542,0.000,7.507
71.615,5929.476,0.000,7.522
71.834,5925.098,0.000,7.537
72.053,5919.386,0.000,7.552
72.272,5921.465,0.000,7.567
72.490,5924.653,0.000,7.582
72.709,5917.965,0.000,7.597
72.928,5913.283,0.000,7.612
73.147,5912.661,0.000,7.627
73.365,5905.960,0.000,7.642
73.584,5905.860,0.000,7.657
73.807,5904.049,0.000,7.672
74.035,5901.093,0.000,7.687
74.264,5900.284,0.000,7.702
74.492,5896.849,0.000,7.717
74.721,5894.974,0.000,7.732
74.949,5889.758,0.000,7.747
75.178,5890.447,0.000,7.762
75.406,5889.446,0.000,7.777
75.635,5881.804,0.000,7.792
75.863,5879.543,0.000,7.807
76.092,5881.584,0.000,7.822
76.320,5876.141,0.000,7.837
76.549,5876.961,0.000,7.852
76.777,5870.916,0.000,7.867
77.006,5872.376,0.000,7.882
77.234,5867.412,0.000,7.897
77.463,5865.365,0.000,7.912
77.691,5865.694,0.000,7.927
77.920,5859.575,0.000,7.942
78.148,5856.165,0.000,7.957
78.377,5854.916,0.000,7.972
78.605,5854.500,0.000,7.987
78.834,5848.262,0.000,8.002
79.062,5850.482,0.000,8.017
79.291,5845.958,0.000,8.032
79.519,5847.175,0.000,8.047
79.748,5837.950,0.000,8.062
79.977,5839.039,0.000,8.077
80.215,5835.128,0.000,8.092
80.452,5834.751,0.000,8.107
80.690,5834.817,0.000,8.122
80.928,5831.894,0.000,8.137
81.166,5829.691,0.000,8.152
81.404,5827.839,0.000,8.167
81.641,5826.537,0.000,8.182
81.879,5822.100,0.000,8.197
82.117,5823.530,0.000,8.212
82.355,5821.454,0.000,8.227
82.593,5818.925,0.000,8.242
82.830,5817.307,0.000,8.257
83.068,5814.838,0.000,8.272
83.306,5816.379,0.000,8.287
83.544,5810.211,0.000,8.302
83.782,5807.860,0.000,8.317
84.020,5805.067,0.000,8.332
84.257,5802.623,0.000,8.347
84.495,5800.323,0.000,8.363
84.733,5799.171,0.000,8.378
84.971,5798.955,0.000,8.393
85.209,5797.924,0.000,8.408
85.446,5795.529,0.000,8.423
85.684,5792.077,0.000,8.438
85.922,5793.602,0.000,8.453
86.160,5791.484,0.000,8.468
86.405,5787.901,0.000,8.483
86.652,5785.141,0.000,8.498
86.898,5785.780,0.000,8.513
87.145,5783.306,0.000,8.528
87.392,5778.291,0.000,8.543
87.639,5779.319,0.000,8.558
87.885,5778.257,0.000,8.573
88.132,5774.222,0.000,8.588
88.379,5774.699,0.000,8.603
88.626,5769.717,0.000,8.618
88.873,5773.617,0.000,8.633
89.119,5771.768,0.000,8.648
89.366,5767.104,0.000,8.663
89.613,5766.683,0.000,8.678
89.860,5759.492,0.000,8.693
90.106,5760.365,0.000,8.708
90.353,5760.464,0.000,8.723
90.600,5757.291,0.000,8.738
90.847,5759.257,0.000,8.753
91.093,5760.225,0.000,8.768
91.340,5752.288,0.000,8.783
91.587,5751.386,0.000,8.798
91.834,5751.960,0.000,8.813
92.081,5753.148,0.000,8.828
92.327,5745.926,0.000,8.843
92.578,5747.323,0.000,8.858
92.834,5748.930,0.000,8.873
93.089,5740.454,0.000,8.888
93.345,5739.674,0.000,8.903
93.600,5739.876,0.000,8.918
93.855,5738.178,0.000,8.933
94.111,5739.347,0.000,8.948
94.366,5736.716,0.000,8.963
94.622,5731.202,0.000,8.978
94.877,5734.309,0.000,8.993
95.133,5730.658,0.000,9.008
95.388,5732.904,0.000,9.023
95.643,5727.650,0.000,9.038
95.899,5726.189,0.000,9.053
96.154,5727.109,0.000,9.068
96.410,5726.125,0.000,9.083
96.665,5724.075,0.000,9.098
96.921,5718.394,0.000,9.113
97.176,5721.435,0.000,9.128
97.431,5716.892,0.000,9.143
97.687,5718.039,0.000,9.158
97.942,5713.336,0.000,9.173
98.198,5715.699,0.000,9.188
98.453,5711.822,0.000,9.203
98.709,5709.506,0.000,9.218
98.973,5712.141,0.000,9.233
99.236,5709.846,0.000,9.248
99.500,5706.791,0.000,9.263
99.764,5709.584,0.000,9.278
100.028,5704.470,0.000,9.293
100.291,5704.091,0.000,9.308
100.555,5703.247,0.000,9.323
100.819,5700.159,0.000,9.338
101.083,5701.035,0.000,9.353
101.347,5697.727,0.000,9.368
101.610,5696.679,0.000,9.383
101.874,5698.941,0.000,9.398
102.138,5692.854,0.000,9.413
102.402,5688.836,0.000,9.428
102.666,5695.616,0.000,9.443
102.929,5696.231,0.000,9.458
103.193,5689.065,0.000,9.473
103.457,5684.752,0.000,9.488
103.721,5686.761,0.000,9.503
103.984,5685.571,0.000,9.518
104.248,5684.531,0.000,9.533
104.512,5681.457,0.000,9.548
104.776,5683.622,0.000,9.563
105.043,5682.296,0.000,9.578
105.314,5677.049,0.000,9.593
105.586,5680.231,0.000,9.608
105.858,5681.740,0.000,9.623
106.130,5676.785,0.000,9.638
106.402,5674.578,0.000,9.654
106.674,5673.786,0.000,9.669
106.946,5674.124,0.000,9.684
107.218,5668.260,0.000,9.699
107.490,5670.884,0.000,9.714
107.761,5668.612,0.000,9.729
108.033,5671.933,0.000,9.744
108.305,5666.738,0.000,9.759
108.577,5669.276,0.000,9.774
108.849,5662.592,0.000,9.789
109.121,5664.838,0.000,9.804
109.393,5663.172,0.000,9.819
109.665,5659.669,0.000,9.834
109.937,5660.641,0.000,9.849
110.208,5661.595,0.000,9.864
110.480,5657.412,0.000,9.879
110.752,5653.569,0.000,9.894
111.024,5655.816,0.000,9.909
111.299,5652.950,0.000,9.924
111.579,5652.978,0.000,9.939
111.859,5652.412,0.000,9.954
112.138,5648.081,0.000,9.969
112.418,5647.183,0.000,9.984
112.698,5650.305,0.000,9.999
112.978,5647.227,0.000,10.014
113.257,5642.079,0.000,10.029
113.537,5647.718,0.000,10.044
113.817,5645.638,0.000,10.059
114.097,5642.614,0.000,10.074
114.377,5640.362,0.000,10.089
114.656,5643.625,0.000,10.104
114.936,5641.614,0.000,10.119
115.216,5644.647,0.000,10.134
115.496,5639.693,0.000,10.149
115.775,5638.603,0.000,10.164
116.055,5636.473,0.000,10.179
116.335,5637.424,0.000,10.194
116.615,5636.029,0.000,10.209
116.894,5636.274,0.000,10.224
117.174,5631.724,0.000,10.239
117.454,5630.896,0.000,10.254
117.742,5629.812,0.000,10.269
118.029,5631.360,0.000,10.284
118.317,5631.788,0.000,10.299
118.604,5626.889,0.000,10.314
118.892,5625.978,0.000,10.329
119.179,5626.480,0.000,10.344
119.466,5624.388,0.000,10.359
119.754,5625.815,0.000,10.374
120.041,5618.443,0.000,10.389
120.329,5620.333,0.000,10.404
120.616,5619.465,0.000,10.419
120.903,5615.436,0.000,10.434
121.191,5617.201,0.000,10.449
121.478,5616.352,0.000,10.464
121.766,5616.839,0.000,10.479
122.053,5618.529,0.000,10.494
122.341,5614.879,0.000,10.509
122.628,5612.377,0.000,10.524
122.915,5613.397,0.000,10.539
123.203,5614.686,0.000,10.554
123.490,5609.716,0.000,10.569
123.780,5608.931,0.000,10.584
124.075,5610.956,0.000,10.599
124.370,5608.487,0.000,10.614
124.665,5609.319,0.000,10.629
124.960,5607.095,0.000,10.644
125.255,5607.626,0.000,10.659
125.549,5603.258,0.000,10.674
125.844,5604.412,0.000,10.689
126.139,5603.126,0.000,10.704
126.434,5600.230,0.000,10.719
126.729,5598.653,0.000,10.734
127.024,5602.273,0.000,10.749
127.319,5599.324,0.000,10.764
127.614,5597.110,0.000,10.779
127.908,5598.093,0.000,10.794
128.203,5599.676,0.000,10.809
128.498,5591.996,0.000,10.824
128.793,5592.706,0.000,10.839
129.088,5592.997,0.000,10.854
129.383,5596.913,0.000,10.869
129.678,5593.706,0.000,10.884
129.974,5593.829,0.000,10.899
130.276,5589.171,0.000,10.914
130.578,5588.372,0.000,10.930
130.880,5590.670,0.000,10.945
131.182,5589.056,0.000,10.960
131.484,5589.206,0.000,10.975
131.787,5586.906,0.000,10.990
132.089,5587.012,0.000,11.005
132.391,5585.950,0.000,11.020
132.693,5586.370,0.000,11.035
132.995,5585.613,0.000,11.050
133.297,5579.946,0.000,11.065
133.600,5577.881,0.000,11.080
133.902,5583.572,0.000,11.095
134.204,5583.139,0.000,11.110
134.506,5577.921,0.000,11.125
134.808,5575.444,0.000,11.140
135.110,5578.566,0.000,11.155
135.412,5579.437,0.000,11.170
135.715,5580.380,0.000,11.185
136.017,5577.030,0.000,11.200
136.322,5574.469,0.000,11.215
136.632,5572.645,0.000,11.230
136.941,5573.675,0.000,11.245
137.250,5572.277,0.000,11.260
137.559,5570.072,0.000,11.275
137.869,5575.428,0.000,11.290
138.178,5574.133,0.000,11.305
138.487,5572.069,0.000,11.320
138.796,5567.192,0.000,11.335
139.106,5569.984,0.000,11.350
139.415,5568.795,0.000,11.365
139.724,5567.646,0.000,11.380
140.033,5568.508,0.000,11.395
140.343,5566.529,0.000,11.410
140.652,5565.991,0.000,11.425
140.961,5565.040,0.000,11.440
141.270,5563.706,0.000,11.455
141.580,5558.717,0.000,11.470
141.889,5561.715,0.000,11.485
142.198,5559.700,0.000,11.500
142.509,5557.521,0.000,11.515
142.826,5562.715,0.000,11.530
143.142,5562.082,0.000,11.545
