time_min,pressure_psi,rate_bpm,G
8.724,7843.191,0.000,1.007
8.793,7842.524,0.000,1.022
8.862,7837.157,0.000,1.037
8.932,7831.757,0.000,1.052
9.002,7828.847,0.000,1.067
9.072,7826.115,0.000,1.082
9.143,7825.823,0.000,1.097
9.214,7822.022,0.000,1.112
9.285,7820.060,0.000,1.127
9.357,7814.797,0.000,1.142
9.429,7812.972,0.000,1.157
9.502,7810.940,0.000,1.172
9.574,7806.133,0.000,1.187
9.648,7804.757,0.000,1.202
9.721,7799.639,0.000,1.217
9.795,7797.384,0.000,1.232
9.869,7794.520,0.000,1.247
9.944,7790.091,0.000,1.262
10.019,7790.681,0.000,1.277
10.094,7786.017,0.000,1.292
10.170,7784.254,0.000,1.307
10.246,7782.488,0.000,1.322
10.322,7779.739,0.000,1.337
10.399,7777.519,0.000,1.352
10.476,7773.356,0.000,1.367
10.554,7770.093,0.000,1.382
10.631,7768.187,0.000,1.397
10.710,7762.399,0.000,1.412
10.788,7760.328,0.000,1.427
10.867,7758.044,0.000,1.442
10.946,7756.182,0.000,1.457
11.026,7756.482,0.000,1.472
11.106,7751.397,0.000,1.487
11.186,7749.994,0.000,1.502
11.267,7750.910,0.000,1.517
11.348,7745.177,0.000,1.532
11.429,7744.960,0.000,1.547
11.511,7739.230,0.000,1.562
11.593,7738.315,0.000,1.577
11.676,7734.470,0.000,1.592
11.758,7733.353,0.000,1.607
11.842,7733.388,0.000,1.622
11.925,7725.944,0.000,1.637
12.009,7727.975,0.000,1.652
12.093,7725.303,0.000,1.667
12.178,7721.375,0.000,1.682
12.263,7717.421,0.000,1.697
12.348,7718.222,0.000,1.712
12.434,7714.796,0.000,1.727
12.520,7714.112,0.000,1.742
12.606,7711.495,0.000,1.757
12.693,7712.472,0.000,1.772
12.780,7706.620,0.000,1.787
12.867,7702.895,0.000,1.802
12.955,7703.156,0.000,1.817
13.043,7701.105,0.000,1.832
13.132,7701.263,0.000,1.847
13.220,7698.107,0.000,1.862
13.310,7695.053,0.000,1.877
13.399,7695.181,0.000,1.892
13.489,7687.802,0.000,1.907
13.579,7686.837,0.000,1.922
13.670,7684.211,0.000,1.938
13.761,7683.243,0.000,1.953
13.852,7679.238,0.000,1.968
13.944,7681.241,0.000,1.983
14.036,7677.516,0.000,1.998
14.128,7673.019,0.000,2.013
14.221,7671.939,0.000,2.028
14.314,7672.617,0.000,2.043
14.407,7671.695,0.000,2.058
14.501,7672.051,0.000,2.073
14.595,7671.933,0.000,2.088
14.690,7664.992,0.000,2.103
14.784,7660.250,0.000,2.118
14.879,7656.040,0.000,2.133
14.975,7658.924,0.000,2.148
15.071,7654.856,0.000,2.163
15.167,7653.752,0.000,2.178
15.264,7651.469,0.000,2.193
15.361,7650.530,0.000,2.208
15.458,7651.070,0.000,2.223
15.555,7647.387,0.000,2.238
15.653,7644.899,0.000,2.253
15.752,7641.295,0.000,2.268
15.850,7638.176,0.000,2.283
15.949,7638.719,0.000,2.298
16.049,7637.758,0.000,2.313
16.149,7639.583,0.000,2.328
16.249,7634.497,0.000,2.343
16.349,7634.398,0.000,2.358
16.450,7629.637,0.000,2.373
16.551,7626.477,0.000,2.388
16.652,7625.134,0.000,2.403
16.754,7623.839,0.000,2.418
16.856,7627.778,0.000,2.433
16.959,7620.116,0.000,2.448
17.062,7621.681,0.000,2.463
17.165,7616.450,0.000,2.478
17.269,7618.378,0.000,2.493
17.373,7615.549,0.000,2.508
17.477,7612.737,0.000,2.523
17.581,7611.246,0.000,2.538
17.686,7608.302,0.000,2.553
17.792,7608.794,0.000,2.568
17.897,7605.288,0.000,2.583
18.004,7602.049,0.000,2.598
18.110,7600.252,0.000,2.613
18.217,7601.467,0.000,2.628
18.324,7602.600,0.000,2.643
18.431,7598.087,0.000,2.658
18.539,7595.861,0.000,2.673
18.647,7595.007,0.000,2.688
18.756,7595.390,0.000,2.703
18.864,7591.565,0.000,2.718
18.974,7588.658,0.000,2.733
19.083,7590.051,0.000,2.748
19.193,7587.060,0.000,2.763
19.303,7587.643,0.000,2.778
19.414,7583.313,0.000,2.793
19.525,7578.877,0.000,2.808
19.636,7576.975,0.000,2.823
19.748,7581.403,0.000,2.838
19.860,7579.944,0.000,2.853
19.972,7574.537,0.000,2.868
20.085,7572.535,0.000,2.883
20.198,7574.633,0.000,2.898
20.311,7567.911,0.000,2.913
20.425,7566.755,0.000,2.928
20.539,7568.255,0.000,2.943
20.653,7564.607,0.000,2.958
20.768,7563.820,0.000,2.973
20.883,7561.941,0.000,2.988
20.999,7561.385,0.000,3.003
21.114,7561.971,0.000,3.018
21.231,7557.789,0.000,3.033
21.347,7557.351,0.000,3.048
21.464,7550.422,0.000,3.063
21.581,7552.889,0.000,3.078
21.699,7549.769,0.000,3.093
21.817,7547.490,0.000,3.108
21.935,7546.648,0.000,3.123
22.053,7546.217,0.000,3.138
22.172,7547.202,0.000,3.153
22.292,7541.207,0.000,3.168
22.411,7542.414,0.000,3.183
22.531,7539.881,0.000,3.198
22.652,7538.695,0.000,3.213
22.772,7539.861,0.000,3.229
22.894,7537.440,0.000,3.244
23.015,7537.551,0.000,3.259
23.137,7533.083,0.000,3.274
23.259,7530.521,0.000,3.289
23.381,7529.989,0.000,3.304
23.504,7529.449,0.000,3.319
23.627,7527.848,0.000,3.334
23.751,7523.861,0.000,3.349
23.875,7524.749,0.000,3.364
23.999,7523.566,0.000,3.379
24.123,7526.690,0.000,3.394
24.248,7523.958,0.000,3.409
24.373,7517.050,0.000,3.424
24.499,7516.738,0.000,3.439
24.625,7512.945,0.000,3.454
24.751,7513.253,0.000,3.469
24.878,7513.631,0.000,3.484
25.005,7513.981,0.000,3.499
25.132,7508.684,0.000,3.514
25.260,7507.410,0.000,3.529
25.388,7503.002,0.000,3.544
25.516,7505.554,0.000,3.559
25.645,7502.340,0.000,3.574
25.774,7501.994,0.000,3.589
25.903,7499.891,0.000,3.604
26.033,7500.051,0.000,3.619
26.163,7495.322,0.000,3.634
26.294,7494.505,0.000,3.649
26.425,7500.301,0.000,3.664
26.556,7492.075,0.000,3.679
26.687,7491.066,0.000,3.694
26.819,7495.546,0.000,3.709
26.951,7496.298,0.000,3.724
27.084,7486.764,0.000,3.739
27.217,7486.992,0.000,3.754
27.350,7487.036,0.000,3.769
27.484,7488.438,0.000,3.784
27.618,7481.637,0.000,3.799
27.752,7481.753,0.000,3.814
27.887,7482.434,0.000,3.829
28.022,7480.387,0.000,3.844
28.157,7477.406,0.000,3.859
28.293,7476.535,0.000,3.874
28.429,7472.699,0.000,3.889
28.565,7473.622,0.000,3.904
28.702,7472.217,0.000,3.919
28.839,7471.869,0.000,3.934
28.976,7468.951,0.000,3.949
29.114,7469.664,0.000,3.964
29.252,7469.409,0.000,3.979
29.391,7466.359,0.000,3.994
29.530,7465.419,0.000,4.009
29.669,7463.492,0.000,4.024
29.808,7462.058,0.000,4.039
29.948,7459.289,0.000,4.054
30.093,7460.042,0.000,4.069
30.241,7457.895,0.000,4.084
30.388,7460.957,0.000,4.099
30.536,7458.602,0.000,4.114
30.683,7454.914,0.000,4.129
30.831,7451.305,0.000,4.144
30.978,7449.298,0.000,4.159
31.126,7452.599,0.000,4.174
31.273,7449.439,0.000,4.189
31.421,7448.572,0.000,4.204
31.569,7442.823,0.000,4.219
31.716,7446.870,0.000,4.234
31.864,7444.629,0.000,4.249
32.011,7440.207,0.000,4.264
32.159,7440.195,0.000,4.279
32.306,7440.377,0.000,4.294
32.454,7438.668,0.000,4.309
32.601,7436.695,0.000,4.324
32.749,7435.791,0.000,4.339
32.897,7434.215,0.000,4.354
33.044,7433.746,0.000,4.369
33.192,7435.109,0.000,4.384
33.339,7425.760,0.000,4.399
33.487,7429.148,0.000,4.414
33.634,7428.706,0.000,4.429
33.782,7427.678,0.000,4.444
33.929,7425.077,0.000,4.459
34.077,7421.045,0.000,4.474
34.224,7423.953,0.000,4.489
34.372,7425.493,0.000,4.505
34.520,7417.714,0.000,4.520
34.667,7421.254,0.000,4.535
34.815,7417.617,0.000,4.550
34.962,7416.900,0.000,4.565
35.110,7413.668,0.000,4.580
35.257,7413.857,0.000,4.595
35.405,7415.881,0.000,4.610
35.552,7413.203,0.000,4.625
35.700,7414.261,0.000,4.640
35.847,7411.911,0.000,4.655
35.995,7409.197,0.000,4.670
36.143,7410.571,0.000,4.685
36.294,7406.727,0.000,4.700
36.456,7406.273,0.000,4.715
36.618,7402.793,0.000,4.730
36.779,7402.291,0.000,4.745
36.941,7399.536,0.000,4.760
37.103,7401.685,0.000,4.775
37.264,7396.126,0.000,4.790
37.426,7398.826,0.000,4.805
37.588,7395.660,0.000,4.820
37.749,7397.165,0.000,4.835
37.911,7395.108,0.000,4.850
38.072,7396.033,0.000,4.865
38.234,7392.641,0.000,4.880
38.396,7386.824,0.000,4.895
38.557,7388.624,0.000,4.910
38.719,7385.206,0.000,4.925
38.881,7385.308,0.000,4.940
39.042,7388.162,0.000,4.955
39.204,7385.212,0.000,4.970
39.366,7381.337,0.000,4.985
39.527,7379.508,0.000,5.000
39.689,7380.403,0.000,5.015
39.850,7376.708,0.000,5.030
40.012,7376.604,0.000,5.045
40.174,7377.377,0.000,5.060
40.335,7377.872,0.000,5.075
40.497,7375.589,0.000,5.090
40.659,7368.600,0.000,5.105
40.820,7372.604,0.000,5.120
40.982,7370.954,0.000,5.135
41.144,7370.454,0.000,5.150
41.305,7371.676,0.000,5.165
41.467,7363.136,0.000,5.180
41.629,7364.901,0.000,5.195
41.790,7366.087,0.000,5.210
41.952,7360.565,0.000,5.225
42.113,7365.505,0.000,5.240
42.275,7362.117,0.000,5.255
42.437,7361.901,0.000,5.270
42.607,7357.895,0.000,5.285
42.782,7359.495,0.000,5.300
42.956,7358.837,0.000,5.315
43.131,7356.000,0.000,5.330
43.305,7354.838,0.000,5.345
43.480,7353.746,0.000,5.360
43.654,7350.317,0.000,5.375
43.829,7350.588,0.000,5.390
44.004,7349.418,0.000,5.405
44.178,7349.332,0.000,5.420
44.353,7349.408,0.000,5.435
44.527,7344.136,0.000,5.450
44.702,7344.850,0.000,5.465
44.877,7346.910,0.000,5.480
45.051,7341.309,0.000,5.495
45.226,7340.002,0.000,5.510
45.400,7340.902,0.000,5.525
45.575,7341.039,0.000,5.540
45.749,7338.227,0.000,5.555
45.924,7339.718,0.000,5.570
46.099,7337.630,0.000,5.585
46.273,7336.458,0.000,5.600
46.448,7334.742,0.000,5.615
46.622,7337.150,0.000,5.630
46.797,7330.946,0.000,5.645
46.972,7326.212,0.000,5.660
47.146,7332.292,0.000,5.675
47.321,7327.034,0.000,5.690
47.495,7327.032,0.000,5.705
47.670,7328.303,0.000,5.720
47.844,7321.349,0.000,5.735
48.019,7320.921,0.000,5.750
48.194,7319.093,0.000,5.765
48.368,7319.581,0.000,5.780
48.543,7320.922,0.000,5.796
48.717,7319.967,0.000,5.811
48.903,7318.348,0.000,5.826
49.089,7313.847,0.000,5.841
49.276,7310.931,0.000,5.856
49.463,7314.540,0.000,5.871
49.649,7312.370,0.000,5.886
49.836,7313.114,0.000,5.901
50.022,7312.483,0.000,5.916
50.209,7310.240,0.000,5.931
50.396,7310.370,0.000,5.946
50.582,7308.195,0.000,5.961
50.769,7307.685,0.000,5.976
50.956,7304.105,0.000,5.991
51.142,7304.045,0.000,6.006
51.329,7303.690,0.000,6.021
51.515,7303.830,0.000,6.036
51.702,7300.295,0.000,6.051
51.889,7301.020,0.000,6.066
52.075,7298.342,0.000,6.081
52.262,7297.535,0.000,6.096
52.449,7298.328,0.000,6.111
52.635,7291.582,0.000,6.126
52.822,7291.875,0.000,6.141
53.008,7290.405,0.000,6.156
53.195,7287.604,0.000,6.171
53.382,7289.819,0.000,6.186
53.568,7291.579,0.000,6.201
53.755,7288.415,0.000,6.216
53.941,7288.287,0.000,6.231
54.128,7288.978,0.000,6.246
54.315,7288.364,0.000,6.261
54.501,7284.480,0.000,6.276
54.688,7286.236,0.000,6.291
54.875,7282.625,0.000,6.306
55.066,7279.678,0.000,6.321
55.264,7279.078,0.000,6.336
55.462,7276.220,0.000,6.351
55.660,7276.321,0.000,6.366
55.858,7276.298,0.000,6.381
56.056,7277.539,0.000,6.396
56.254,7278.292,0.000,6.411
56.452,7271.006,0.000,6.426
56.649,7273.477,0.000,6.441
56.847,7269.531,0.000,6.456
57.045,7271.485,0.000,6.471
57.243,7269.197,0.000,6.486
57.441,7264.721,0.000,6.501
57.639,7269.165,0.000,6.516
57.837,7265.025,0.000,6.531
58.035,7264.095,0.000,6.546
58.233,7261.951,0.000,6.561
58.431,7261.712,0.000,6.576
58.629,7262.806,0.000,6.591
58.827,7260.503,0.000,6.606
59.025,7260.471,0.000,6.621
59.223,7259.470,0.000,6.636
59.420,7260.322,0.000,6.651
59.618,7255.930,0.000,6.666
59.816,7252.597,0.000,6.681
60.014,7256.622,0.000,6.696
60.212,7252.762,0.000,6.711
60.410,7254.592,0.000,6.726
60.608,7252.069,0.000,6.741
60.806,7249.980,0.000,6.756
61.004,7249.881,0.000,6.771
61.202,7252.028,0.000,6.786
61.409,7251.222,0.000,6.801
61.618,7246.151,0.000,6.816
61.826,7245.277,0.000,6.831
62.035,7246.054,0.000,6.846
62.244,7241.157,0.000,6.861
62.452,7242.461,0.000,6.876
62.661,7240.692,0.000,6.891
62.869,7240.320,0.000,6.906
63.078,7236.975,0.000,6.921
63.287,7234.413,0.000,6.936
63.495,7232.398,0.000,6.951
63.704,7233.261,0.000,6.966
63.912,7233.531,0.000,6.981
64.121,7232.816,0.000,6.996
64.330,7236.232,0.000,7.011
64.538,7233.525,0.000,7.026
64.747,7228.345,0.000,7.041
64.956,7229.921,0.000,7.056
65.164,7227.370,0.000,7.071
65.373,7226.574,0.000,7.087
65.581,7226.473,0.000,7.102
65.790,7226.301,0.000,7.117
65.999,7223.345,0.000,7.132
66.207,7225.113,0.000,7.147
66.416,7219.664,0.000,7.162
66.624,7220.924,0.000,7.177
66.833,7225.071,0.000,7.192
67.042,7219.287,0.000,7.207
67.250,7220.673,0.000,7.222
67.459,7216.956,0.000,7.237
67.677,7216.902,0.000,7.252
67.896,7214.595,0.000,7.267
68.115,7213.337,0.000,7.282
68.333,7211.088,0.000,7.297
68.552,7212.478,0.000,7.312
68.771,7208.886,0.000,7.327
68.990,7210.892,0.000,7.342
69.209,7210.704,0.000,7.357
69.427,7208.240,0.000,7.372
69.646,7205.908,0.000,7.387
69.865,7206.363,0.000,7.402
70.084,7203.814,0.000,7.417
70.302,7205.278,0.000,7.432
70.521,7198.722,0.000,7.447
70.740,7200.691,0.000,7.462
70.959,7196.359,0.000,7.477
71.178,7196.330,0.000,7.492
71.396,7201.028,0.000,7.507
71.615,7199.071,0.000,7.522
71.834,7194.823,0.000,7.537
72.053,7192.239,0.000,7.552
72.272,7188.298,0.000,7.567
72.490,7192.123,0.000,7.582
72.709,7197.035,0.000,7.597
72.928,7192.049,0.000,7.612
73.147,7189.046,0.000,7.627
73.365,7190.081,0.000,7.642
73.584,7185.016,0.000,7.657
73.807,7186.531,0.000,7.672
74.035,7186.313,0.000,7.687
74.264,7184.931,0.000,7.702
74.492,7185.674,0.000,7.717
74.721,7183.772,0.000,7.732
74.949,7183.411,0.000,7.747
75.178,7179.689,0.000,7.762
75.406,7181.854,0.000,7.777
75.635,7182.309,0.000,7.792
75.863,7176.105,0.000,7.807
76.092,7175.264,0.000,7.822
76.320,7178.706,0.000,7.837
76.549,7174.647,0.000,7.852
76.777,7176.834,0.000,7.867
77.006,7172.138,0.000,7.882
77.234,7174.931,0.000,7.897
77.463,7171.282,0.000,7.912
77.691,7170.535,0.000,7.927
77.920,7172.147,0.000,7.942
78.148,7167.294,0.000,7.957
78.377,7165.137,0.000,7.972
78.605,7165.123,0.000,7.987
78.834,7165.927,0.000,8.002
79.062,7160.894,0.000,8.017
79.291,7164.303,0.000,8.032
79.519,7160.955,0.000,8.047
79.748,7163.333,0.000,8.062
79.977,7155.254,0.000,8.077
80.215,7157.475,0.000,8.092
80.452,7154.682,0.000,8.107
80.690,7155.409,0.000,8.122
80.928,7156.565,0.000,8.137
81.166,7154.719,0.000,8.152
81.404,7153.580,0.000,8.167
81.641,7152.778,0.000,8.182
81.879,7152.513,0.000,8.197
82.117,7149.100,0.000,8.212
82.355,7151.542,0.000,8.227
82.593,7150.465,0.000,8.242
82.830,7148.923,0.000,8.257
83.068,7148.279,0.000,8.272
83.306,7146.772,0.000,8.287
83.544,7149.264,0.000,8.302
83.782,7144.034,0.000,8.317
84.020,7142.610,0.000,8.332
84.257,7140.733,0.000,8.347
84.495,7139.192,0.000,8.363
84.733,7137.785,0.000,8.378
84.971,7137.514,0.000,8.393
85.209,7138.168,0.000,8.408
85.446,7137.997,0.000,8.423
85.684,7136.450,0.000,8.438
85.922,7133.837,0.000,8.453
86.160,7136.189,0.000,8.468
86.405,7134.888,0.000,8.483
86.652,7132.112,0.000,8.498
86.898,7130.148,0.000,8.513
87.145,7131.573,0.000,8.528
87.392,7129.876,0.000,8.543
87.639,7125.627,0.000,8.558
87.885,7127.412,0.000,8.573
88.132,7127.097,0.000,8.588
88.379,7123.799,0.000,8.603
88.626,7125.004,0.000,8.618
88.873,7120.742,0.000,8.633
89.119,7125.351,0.000,8.648
89.366,7124.202,0.000,8.663
89.613,7120.229,0.000,8.678
89.860,7120.490,0.000,8.693
90.106,7113.973,0.000,8.708
90.353,7115.510,0.000,8.723
90.600,7116.265,0.000,8.738
90.847,7113.739,0.000,8.753
91.093,7116.344,0.000,8.768
91.340,7117.942,0.000,8.783
91.587,7110.626,0.000,8.798
91.834,7110.337,0.000,8.813
92.081,7111.517,0.000,8.828
92.327,7113.302,0.000,8.843
92.578,7106.670,0.000,8.858
92.834,7108.648,0.000,8.873
93.089,7110.828,0.000,8.888
93.345,7102.918,0.000,8.903
93.600,7102.696,0.000,8.918
93.855,7103.448,0.000,8.933
94.111,7102.291,0.000,8.948
94.366,7103.996,0.000,8.963
94.622,7101.892,0.000,8.978
94.877,7096.898,0.000,8.993
94.996,7101.031,0.000,9.000
95.133,6997.231,0.000,9.008
95.388,6934.082,0.000,9.023
95.643,6885.540,0.000,9.038
95.899,6850.088,0.000,9.053
96.154,6822.493,0.000,9.068
96.410,6796.707,0.000,9.083
96.665,6772.584,0.000,9.098
96.921,6746.943,0.000,9.113
97.176,6731.719,0.000,9.128
97.431,6710.309,0.000,9.143
97.687,6695.770,0.000,9.158
97.942,6676.390,0.000,9.173
98.198,6664.953,0.000,9.188
98.453,6648.049,0.000,9.203
98.709,6633.390,0.000,9.218
98.973,6624.295,0.000,9.233
99.236,6610.822,0.000,9.248
99.500,6597.088,0.000,9.263
99.764,6589.660,0.000,9.278
100.028,6574.742,0.000,9.293
100.291,6564.944,0.000,9.308
100.555,6555.037,0.000,9.323
100.819,6543.215,0.000,9.338
101.083,6535.665,0.000,9.353
101.347,6524.216,0.000,9.368
101.610,6515.295,0.000,9.383
101.874,6509.935,0.000,9.398
102.138,6496.463,0.000,9.413
102.402,6485.282,0.000,9.428
102.666,6485.108,0.000,9.443
102.929,6478.968,0.000,9.458
103.193,6465.237,0.000,9.473
103.457,6454.536,0.000,9.488
103.721,6450.326,0.000,9.503
103.984,6443.080,0.000,9.518
104.248,6436.137,0.000,9.533
104.512,6427.307,0.000,9.548
104.776,6423.856,0.000,9.563
105.043,6417.049,0.000,9.578
105.314,6406.448,0.000,9.593
105.586,6404.400,0.000,9.608
105.858,6400.796,0.000,9.623
106.130,6390.843,0.000,9.638
106.402,6383.747,0.000,9.654
106.674,6378.170,0.000,9.669
106.946,6373.823,0.000,9.684
107.218,6363.372,0.000,9.699
107.490,6361.503,0.000,9.714
107.761,6354.829,0.000,9.729
108.033,6353.833,0.000,9.744
108.305,6344.407,0.000,9.759
108.577,6342.795,0.000,9.774
108.849,6332.040,0.000,9.789
109.121,6330.292,0.000,9.804
109.393,6324.704,0.000,9.819
109.665,6317.352,0.000,9.834
109.937,6314.544,0.000,9.849
110.208,6311.785,0.000,9.864
110.480,6303.953,0.000,9.879
110.752,6296.526,0.000,9.894
111.024,6295.250,0.000,9.909
111.299,6288.920,0.000,9.924
111.579,6285.543,0.000,9.939
111.859,6281.628,0.000,9.954
112.138,6274.003,0.000,9.969
112.418,6269.864,0.000,9.984
112.698,6269.798,0.000,9.999
112.978,6263.581,0.000,10.014
113.257,6255.343,0.000,10.029
113.537,6257.942,0.000,10.044
113.817,6252.867,0.000,10.059
114.097,6246.895,0.000,10.074
114.377,6241.739,0.000,10.089
114.656,6242.141,0.000,10.104
114.936,6237.312,0.000,10.119
115.216,6237.568,0.000,10.134
115.496,6229.878,0.000,10.149
115.775,6226.091,0.000,10.164
116.055,6221.302,0.000,10.179
116.335,6219.632,0.000,10.194
116.615,6215.652,0.000,10.209
116.894,6213.349,0.000,10.224
117.174,6206.286,0.000,10.239
117.454,6202.979,0.000,10.254
117.742,6199.450,0.000,10.269
118.029,6198.586,0.000,10.284
118.317,6196.634,0.000,10.299
118.604,6189.387,0.000,10.314
118.892,6186.158,0.000,10.329
119.179,6184.372,0.000,10.344
119.466,6180.023,0.000,10.359
119.754,6179.222,0.000,10.374
120.041,6169.650,0.000,10.389
120.329,6169.367,0.000,10.404
120.616,6166.354,0.000,10.419
120.903,6160.208,0.000,10.434
121.191,6159.880,0.000,10.449
121.478,6156.966,0.000,10.464
121.766,6155.411,0.000,10.479
122.053,6155.086,0.000,10.494
122.341,6149.444,0.000,10.509
122.628,6144.974,0.000,10.524
122.915,6144.050,0.000,10.539
123.203,6143.418,0.000,10.554
123.490,6136.549,0.000,10.569
123.780,6133.887,0.000,10.584
124.075,6134.058,0.000,10.599
124.370,6129.755,0.000,10.614
124.665,6128.775,0.000,10.629
124.960,6124.759,0.000,10.644
125.255,6123.520,0.000,10.659
125.549,6117.399,0.000,10.674
125.844,6116.822,0.000,10.689
126.139,6113.823,0.000,10.704
126.434,6109.234,0.000,10.719
126.729,6105.983,0.000,10.734
127.024,6107.946,0.000,10.749
127.319,6103.359,0.000,10.764
127.614,6099.523,0.000,10.779
127.908,6098.904,0.000,10.794
128.203,6098.901,0.000,10.809
128.498,6089.652,0.000,10.824
128.793,6088.808,0.000,10.839
129.088,6087.564,0.000,10.854
129.383,6089.959,0.000,10.869
129.678,6085.248,0.000,10.884
129.974,6083.882,0.000,10.899
130.276,6077.751,0.000,10.914
130.578,6075.494,0.000,10.930
130.880,6076.348,0.000,10.945
131.182,6073.306,0.000,10.960
131.484,6072.042,0.000,10.975
131.787,6068.341,0.000,10.990
132.089,6067.062,0.000,11.005
132.391,6064.628,0.000,11.020
132.693,6063.690,0.000,11.035
132.995,6061.587,0.000,11.050
133.297,6054.589,0.000,11.065
133.600,6051.205,0.000,11.080
133.902,6055.590,0.000,11.095
134.204,6053.864,0.000,11.110
134.506,6047.365,0.000,11.125
134.808,6043.620,0.000,11.140
135.110,6045.485,0.000,11.155
135.412,6045.112,0.000,11.170
135.715,6044.822,0.000,11.185
136.017,6040.251,0.000,11.200
136.322,6036.481,0.000,11.215
136.632,6033.458,0.000,11.230
136.941,6033.302,0.000,11.245
137.250,6030.728,0.000,11.260
137.559,6027.357,0.000,11.275
137.869,6031.560,0.000,11.290
138.178,6029.121,0.000,11.305
138.487,6025.923,0.000,11.320
138.796,6019.924,0.000,11.335
139.106,6021.602,0.000,11.350
139.415,6019.311,0.000,11.365
139.724,6017.069,0.000,11.380
140.033,6016.848,0.000,11.395
140.343,6013.796,0.000,11.410
140.652,6012.194,0.000,11.425
140.961,6010.188,0.000,11.440
141.270,6007.808,0.000,11.455
141.580,6001.784,0.000,11.470
141.889,6003.754,0.000,11.485
142.198,6000.722,0.000,11.500
142.509,5997.533,0.000,11.515
142.826,6001.726,0.000,11.530
143.142,6000.102,0.000,11.545
