time_min,pressure_psi,rate_bpm,G
9.648,7160.182,0.000,1.202
9.721,7155.250,0.000,1.217
9.795,7153.161,0.000,1.232
9.869,7150.448,0.000,1.247
9.944,7146.152,0.000,1.262
10.019,7146.860,0.000,1.277
10.094,7142.299,0.000,1.292
10.170,7140.624,0.000,1.307
10.246,7138.931,0.000,1.322
10.322,7136.242,0.000,1.337
10.399,7134.069,0.000,1.352
10.476,7129.941,0.000,1.367
10.554,7126.700,0.000,1.382
10.631,7124.806,0.000,1.397
10.710,7119.018,0.000,1.412
10.788,7116.937,0.000,1.427
10.867,7114.633,0.000,1.442
10.946,7112.741,0.000,1.457
11.026,7113.003,0.000,1.472
11.106,7107.869,0.000,1.487
11.186,7106.410,0.000,1.502
11.267,7107.262,0.000,1.517
11.348,7101.457,0.000,1.532
11.429,7101.162,0.000,1.547
11.511,7095.346,0.000,1.562
11.593,7094.338,0.000,1.577
11.676,7090.396,0.000,1.592
11.758,7089.174,0.000,1.607
11.842,7089.099,0.000,1.622
11.925,7081.540,0.000,1.637
12.009,7083.450,0.000,1.652
12.093,7080.653,0.000,1.667
12.178,7076.595,0.000,1.682
12.263,7072.508,0.000,1.697
12.348,7073.171,0.000,1.712
12.434,7069.604,0.000,1.727
12.520,7068.775,0.000,1.742
12.606,7066.010,0.000,1.757
12.693,7066.837,0.000,1.772
12.780,7060.831,0.000,1.787
12.867,7056.950,0.000,1.802
12.955,7057.052,0.000,1.817
13.043,7054.841,0.000,1.832
13.132,7054.836,0.000,1.847
13.220,7051.515,0.000,1.862
13.310,7048.296,0.000,1.877
13.399,7048.255,0.000,1.892
13.489,7040.708,0.000,1.907
13.579,7039.573,0.000,1.922
13.670,7036.777,0.000,1.938
13.761,7035.637,0.000,1.953
13.852,7031.460,0.000,1.968
13.944,7033.291,0.000,1.983
14.036,7029.393,0.000,1.998
14.128,7024.722,0.000,2.013
14.221,7023.469,0.000,2.028
14.314,7023.973,0.000,2.043
14.407,7022.878,0.000,2.058
14.501,7023.061,0.000,2.073
14.595,7022.771,0.000,2.088
14.690,7015.657,0.000,2.103
14.784,7010.743,0.000,2.118
14.879,7006.362,0.000,2.133
14.975,7009.076,0.000,2.148
15.071,7004.838,0.000,2.163
15.167,7003.566,0.000,2.178
15.264,7001.114,0.000,2.193
15.361,7000.008,0.000,2.208
15.458,7000.383,0.000,2.223
15.555,6996.535,0.000,2.238
15.653,6993.883,0.000,2.253
15.752,6990.118,0.000,2.268
15.850,6986.837,0.000,2.283
15.949,6987.221,0.000,2.298
16.049,6986.101,0.000,2.313
16.149,6987.769,0.000,2.328
16.249,6982.528,0.000,2.343
16.349,6982.275,0.000,2.358
16.450,6977.362,0.000,2.373
16.551,6974.050,0.000,2.388
16.652,6972.558,0.000,2.403
16.754,6971.115,0.000,2.418
16.856,6974.908,0.000,2.433
16.959,6967.102,0.000,2.448
17.062,6968.524,0.000,2.463
17.165,6963.151,0.000,2.478
17.269,6964.939,0.000,2.493
17.373,6961.972,0.000,2.508
17.477,6959.024,0.000,2.523
17.581,6957.398,0.000,2.538
17.686,6954.320,0.000,2.553
17.792,6954.680,0.000,2.568
17.897,6951.044,0.000,2.583
18.004,6947.676,0.000,2.598
18.110,6945.752,0.000,2.613
18.217,6946.842,0.000,2.628
18.324,6947.850,0.000,2.643
18.431,6943.215,0.000,2.658
18.539,6940.867,0.000,2.673
18.647,6939.893,0.000,2.688
18.756,6940.157,0.000,2.703
18.864,6936.215,0.000,2.718
18.974,6933.192,0.000,2.733
19.083,6934.470,0.000,2.748
19.193,6931.365,0.000,2.763
19.303,6931.836,0.000,2.778
19.414,6927.394,0.000,2.793
19.525,6922.848,0.000,2.808
19.636,6920.836,0.000,2.823
19.748,6925.156,0.000,2.838
19.860,6923.588,0.000,2.853
19.972,6918.075,0.000,2.868
20.085,6915.966,0.000,2.883
20.198,6917.959,0.000,2.898
20.311,6911.131,0.000,2.913
20.425,6909.871,0.000,2.928
20.539,6911.267,0.000,2.943
20.653,6907.515,0.000,2.958
20.768,6906.624,0.000,2.973
20.883,6904.642,0.000,2.988
20.999,6903.983,0.000,3.003
21.114,6904.466,0.000,3.018
21.231,6900.181,0.000,3.033
21.347,6899.640,0.000,3.048
21.464,6892.608,0.000,3.063
21.581,6894.971,0.000,3.078
21.699,6891.746,0.000,3.093
21.817,6889.363,0.000,3.108
21.935,6888.416,0.000,3.123
22.053,6887.879,0.000,3.138
22.172,6888.758,0.000,3.153
22.292,6882.655,0.000,3.168
22.411,6883.754,0.000,3.183
22.531,6881.112,0.000,3.198
22.652,6879.816,0.000,3.213
22.772,6880.870,0.000,3.229
22.894,6878.336,0.000,3.244
23.015,6878.333,0.000,3.259
23.137,6873.750,0.000,3.274
23.259,6871.070,0.000,3.289
23.381,6870.418,0.000,3.304
23.504,6869.758,0.000,3.319
23.627,6868.034,0.000,3.334
23.751,6863.922,0.000,3.349
23.875,6864.683,0.000,3.364
23.999,6863.371,0.000,3.379
24.123,6866.363,0.000,3.394
24.248,6863.496,0.000,3.409
24.373,6856.451,0.000,3.424
24.499,6855.999,0.000,3.439
24.625,6852.064,0.000,3.454
24.751,6852.227,0.000,3.469
24.878,6852.457,0.000,3.484
25.005,6852.655,0.000,3.499
25.132,6847.203,0.000,3.514
25.260,6845.770,0.000,3.529
25.388,6841.201,0.000,3.544
25.516,6843.587,0.000,3.559
25.645,6840.204,0.000,3.574
25.774,6839.686,0.000,3.589
25.903,6837.406,0.000,3.604
26.033,6837.385,0.000,3.619
26.163,6832.470,0.000,3.634
26.294,6831.463,0.000,3.649
26.425,6837.066,0.000,3.664
26.556,6828.641,0.000,3.679
26.687,6827.429,0.000,3.694
26.819,6831.701,0.000,3.709
26.951,6832.240,0.000,3.724
27.084,6822.488,0.000,3.739
27.217,6822.493,0.000,3.754
27.350,6822.309,0.000,3.769
27.484,6823.477,0.000,3.784
27.618,6816.437,0.000,3.799
27.752,6816.308,0.000,3.814
27.887,6816.739,0.000,3.829
28.022,6814.436,0.000,3.844
28.157,6811.193,0.000,3.859
28.293,6810.054,0.000,3.874
28.429,6805.944,0.000,3.889
28.565,6806.586,0.000,3.904
28.702,6804.895,0.000,3.919
28.839,6804.253,0.000,3.934
28.976,6801.035,0.000,3.949
29.114,6801.442,0.000,3.964
29.252,6800.873,0.000,3.979
29.391,6797.502,0.000,3.994
29.530,6796.235,0.000,4.009
29.669,6793.973,0.000,4.024
29.808,6792.197,0.000,4.039
29.948,6789.080,0.000,4.054
30.093,6789.476,0.000,4.069
30.241,6786.964,0.000,4.084
30.388,6789.656,0.000,4.099
30.536,6786.921,0.000,4.114
30.683,6782.845,0.000,4.129
30.831,6778.841,0.000,4.144
30.978,6776.431,0.000,4.159
31.126,6779.320,0.000,4.174
31.273,6775.740,0.000,4.189
31.421,6774.445,0.000,4.204
31.569,6768.260,0.000,4.219
31.716,6771.861,0.000,4.234
31.864,6769.167,0.000,4.249
32.011,6764.282,0.000,4.264
32.159,6763.799,0.000,4.279
32.306,6763.501,0.000,4.294
32.454,6761.303,0.000,4.309
32.601,6758.832,0.000,4.324
32.749,6757.421,0.000,4.339
32.897,6755.328,0.000,4.354
33.044,6754.334,0.000,4.369
33.192,6755.161,0.000,4.384
33.339,6745.267,0.000,4.399
33.487,6748.101,0.000,4.414
33.634,6747.095,0.000,4.429
33.782,6745.493,0.000,4.444
33.929,6742.309,0.000,4.459
34.077,6737.684,0.000,4.474
34.224,6739.989,0.000,4.489
34.372,6740.916,0.000,4.505
34.520,6732.513,0.000,4.520
34.667,6735.420,0.000,4.535
34.815,6731.139,0.000,4.550
34.962,6729.769,0.000,4.565
35.110,6725.872,0.000,4.580
35.257,6725.388,0.000,4.595
35.405,6726.727,0.000,4.610
35.552,6723.353,0.000,4.625
35.700,6723.705,0.000,4.640
35.847,6720.639,0.000,4.655
35.995,6717.197,0.000,4.670
36.143,6717.833,0.000,4.685
36.294,6713.240,0.000,4.700
36.456,6712.027,0.000,4.715
36.618,6707.777,0.000,4.730
36.779,6706.493,0.000,4.745
36.941,6702.946,0.000,4.760
37.103,6704.292,0.000,4.775
37.264,6697.918,0.000,4.790
37.426,6699.793,0.000,4.805
37.588,6695.791,0.000,4.820
37.749,6696.449,0.000,4.835
37.911,6693.533,0.000,4.850
38.072,6693.588,0.000,4.865
38.234,6689.314,0.000,4.880
38.396,6682.604,0.000,4.895
38.557,6683.501,0.000,4.910
38.719,6679.168,0.000,4.925
38.881,6678.343,0.000,4.940
39.042,6680.259,0.000,4.955
39.204,6676.360,0.000,4.970
39.366,6671.525,0.000,4.985
39.527,6668.723,0.000,5.000
39.689,6668.635,0.000,5.015
39.850,6663.944,0.000,5.030
40.012,6662.834,0.000,5.045
40.174,6662.589,0.000,5.060
40.335,6662.054,0.000,5.075
40.497,6658.730,0.000,5.090
40.659,6650.688,0.000,5.105
40.820,6653.628,0.000,5.120
40.982,6650.903,0.000,5.135
41.144,6649.315,0.000,5.150
41.305,6649.438,0.000,5.165
41.467,6639.788,0.000,5.180
41.629,6640.431,0.000,5.195
41.790,6640.484,0.000,5.210
41.952,6633.817,0.000,5.225
42.113,6637.601,0.000,5.240
42.275,6633.044,0.000,5.255
42.437,6631.649,0.000,5.270
42.607,6626.452,0.000,5.285
42.782,6626.850,0.000,5.300
42.956,6624.977,0.000,5.315
43.131,6620.914,0.000,5.330
43.305,6618.515,0.000,5.345
43.480,6616.175,0.000,5.360
43.654,6611.486,0.000,5.375
43.829,6610.485,0.000,5.390
44.004,6608.033,0.000,5.405
44.178,6606.653,0.000,5.420
44.353,6605.424,0.000,5.435
44.527,6598.836,0.000,5.450
44.702,6598.221,0.000,5.465
44.877,6598.942,0.000,5.480
45.051,6591.990,0.000,5.495
45.226,6589.321,0.000,5.510
45.400,6588.849,0.000,5.525
45.575,6587.602,0.000,5.540
45.749,6583.395,0.000,5.555
45.924,6583.479,0.000,5.570
46.099,6579.975,0.000,5.585
46.273,6577.374,0.000,5.600
46.448,6574.219,0.000,5.615
46.622,6575.177,0.000,5.630
46.797,6567.512,0.000,5.645
46.972,6561.306,0.000,5.660
47.146,6565.903,0.000,5.675
47.321,6559.152,0.000,5.690
47.495,6557.645,0.000,5.705
47.670,6557.402,0.000,5.720
47.844,6548.922,0.000,5.735
48.019,6546.958,0.000,5.750
48.194,6543.584,0.000,5.765
48.368,6542.514,0.000,5.780
48.543,6542.288,0.000,5.796
48.717,6539.754,0.000,5.811
48.903,6536.546,0.000,5.826
49.089,6530.447,0.000,5.841
49.276,6525.923,0.000,5.856
49.463,6527.913,0.000,5.871
49.649,6524.112,0.000,5.886
49.836,6523.218,0.000,5.901
50.022,6520.937,0.000,5.916
50.209,6517.035,0.000,5.931
50.396,6515.495,0.000,5.946
50.582,6511.641,0.000,5.961
50.769,6509.442,0.000,5.976
50.956,6504.163,0.000,5.991
51.142,6502.395,0.000,6.006
51.329,6500.321,0.000,6.021
51.515,6498.734,0.000,6.036
51.702,6493.462,0.000,6.051
51.889,6492.440,0.000,6.066
52.075,6488.005,0.000,6.081
52.262,6485.434,0.000,6.096
52.449,6484.451,0.000,6.111
52.635,6475.921,0.000,6.126
52.822,6474.422,0.000,6.141
53.008,6471.149,0.000,6.156
53.195,6466.538,0.000,6.171
53.382,6466.932,0.000,6.186
53.568,6466.863,0.000,6.201
53.755,6461.862,0.000,6.216
53.941,6459.887,0.000,6.231
54.128,6458.722,0.000,6.246
54.315,6456.244,0.000,6.261
54.501,6450.488,0.000,6.276
54.688,6450.363,0.000,6.291
54.875,6444.862,0.000,6.306
55.066,6440.018,0.000,6.321
55.264,6437.512,0.000,6.336
55.462,6432.740,0.000,6.351
55.660,6430.918,0.000,6.366
55.858,6428.964,0.000,6.381
56.056,6428.267,0.000,6.396
56.254,6427.073,0.000,6.411
56.452,6417.832,0.000,6.426
56.649,6418.341,0.000,6.441
56.847,6412.426,0.000,6.456
57.045,6412.401,0.000,6.471
57.243,6408.127,0.000,6.486
57.441,6401.659,0.000,6.501
57.639,6404.103,0.000,6.516
57.837,6397.955,0.000,6.531
58.035,6395.009,0.000,6.546
58.233,6390.843,0.000,6.561
58.431,6388.574,0.000,6.576
58.629,6387.631,0.000,6.591
58.827,6383.284,0.000,6.606
59.025,6381.201,0.000,6.621
59.223,6378.142,0.000,6.636
59.420,6376.929,0.000,6.651
59.618,6370.465,0.000,6.666
59.816,6365.054,0.000,6.681
60.014,6366.994,0.000,6.696
60.212,6361.042,0.000,6.711
60.410,6360.775,0.000,6.726
60.608,6356.147,0.000,6.741
60.806,6351.947,0.000,6.756
61.004,6349.730,0.000,6.771
61.202,6349.753,0.000,6.786
61.409,6346.817,0.000,6.801
61.618,6339.610,0.000,6.816
61.826,6336.594,0.000,6.831
62.035,6335.223,0.000,6.846
62.244,6328.171,0.000,6.861
62.452,6327.316,0.000,6.876
62.661,6323.380,0.000,6.891
62.869,6320.836,0.000,6.906
63.078,6315.314,0.000,6.921
63.287,6310.569,0.000,6.936
63.495,6306.365,0.000,6.951
63.704,6305.034,0.000,6.966
63.912,6303.105,0.000,6.981
64.121,6300.185,0.000,6.996
64.171,6303.874,0.000,7.000
64.330,6206.275,0.000,7.011
64.538,6154.869,0.000,7.026
64.747,6123.787,0.000,7.041
64.956,6094.990,0.000,7.056
65.164,6071.890,0.000,7.071
65.373,6052.221,0.000,7.087
65.581,6034.522,0.000,7.102
65.790,6015.635,0.000,7.117
65.999,6002.764,0.000,7.132
66.207,5983.750,0.000,7.147
66.416,5972.354,0.000,7.162
66.624,5964.627,0.000,7.177
66.833,5947.653,0.000,7.192
67.042,5938.451,0.000,7.207
67.250,5924.683,0.000,7.222
67.459,5915.059,0.000,7.237
67.677,5903.617,0.000,7.252
67.896,5893.620,0.000,7.267
68.115,5882.994,0.000,7.282
68.333,5876.340,0.000,7.297
68.552,5865.009,0.000,7.312
68.771,5859.561,0.000,7.327
68.990,5852.183,0.000,7.342
69.209,5842.774,0.000,7.357
69.427,5833.729,0.000,7.372
69.646,5827.686,0.000,7.387
69.865,5818.840,0.000,7.402
70.084,5814.200,0.000,7.417
70.302,5801.719,0.000,7.432
70.521,5797.935,0.000,7.447
70.740,5788.011,0.000,7.462
70.959,5782.543,0.000,7.477
71.178,5781.948,0.000,7.492
71.396,5774.837,0.000,7.507
71.615,5765.568,0.000,7.522
71.834,5758.089,0.000,7.537
72.053,5749.374,0.000,7.552
72.272,5748.541,0.000,7.567
72.490,5748.905,0.000,7.582
72.709,5739.478,0.000,7.597
72.928,5732.136,0.000,7.612
73.147,5728.930,0.000,7.627
73.365,5719.719,0.000,7.642
73.584,5717.178,0.000,7.657
73.807,5712.992,0.000,7.672
74.035,5707.726,0.000,7.687
74.264,5704.668,0.000,7.702
74.492,5699.042,0.000,7.717
74.721,5695.033,0.000,7.732
74.949,5687.738,0.000,7.747
75.178,5686.400,0.000,7.762
75.406,5683.422,0.000,7.777
75.635,5673.851,0.000,7.792
75.863,5669.708,0.000,7.807
76.092,5669.911,0.000,7.822
76.320,5662.674,0.000,7.837
76.549,5661.742,0.000,7.852
76.777,5653.984,0.000,7.867
77.006,5653.771,0.000,7.882
77.234,5647.171,0.000,7.897
77.463,5643.525,0.000,7.912
77.691,5642.290,0.000,7.927
77.920,5634.641,0.000,7.942
78.148,5629.735,0.000,7.957
78.377,5627.020,0.000,7.972
78.605,5625.170,0.000,7.987
78.834,5617.527,0.000,8.002
79.062,5618.372,0.000,8.017
79.291,5612.501,0.000,8.032
79.519,5612.398,0.000,8.047
79.748,5601.880,0.000,8.062
79.977,5601.702,0.000,8.077
80.215,5596.548,0.000,8.092
80.452,5594.954,0.000,8.107
80.690,5593.824,0.000,8.122
80.928,5589.731,0.000,8.137
81.166,5586.379,0.000,8.152
81.404,5583.399,0.000,8.167
81.641,5580.991,0.000,8.182
81.879,5575.467,0.000,8.197
82.117,5575.832,0.000,8.212
82.355,5572.710,0.000,8.227
82.593,5569.154,0.000,8.242
82.830,5566.527,0.000,8.257
83.068,5563.068,0.000,8.272
83.306,5563.636,0.000,8.287
83.544,5556.512,0.000,8.302
83.782,5553.222,0.000,8.317
84.020,5549.507,0.000,8.332
84.257,5546.155,0.000,8.347
84.495,5542.964,0.000,8.363
84.733,5540.936,0.000,8.378
84.971,5539.859,0.000,8.393
85.209,5537.981,0.000,8.408
85.446,5534.753,0.000,8.423
85.684,5530.483,0.000,8.438
85.922,5531.202,0.000,8.453
86.160,5528.293,0.000,8.468
86.405,5523.930,0.000,8.483
86.652,5520.403,0.000,8.498
86.898,5520.287,0.000,8.513
87.145,5517.071,0.000,8.528
87.392,5511.326,0.000,8.543
87.639,5511.635,0.000,8.558
87.885,5509.865,0.000,8.573
88.132,5505.133,0.000,8.588
88.379,5504.924,0.000,8.603
88.626,5499.267,0.000,8.618
88.873,5502.502,0.000,8.633
89.119,5499.998,0.000,8.648
89.366,5494.690,0.000,8.663
89.613,5493.633,0.000,8.678
89.860,5485.817,0.000,8.693
90.106,5486.073,0.000,8.708
90.353,5485.566,0.000,8.723
90.600,5481.795,0.000,8.738
90.847,5483.171,0.000,8.753
91.093,5483.558,0.000,8.768
91.340,5475.048,0.000,8.783
91.587,5473.582,0.000,8.798
91.834,5473.600,0.000,8.813
92.081,5474.241,0.000,8.828
92.327,5466.479,0.000,8.843
92.578,5467.343,0.000,8.858
92.834,5468.425,0.000,8.873
93.089,5459.432,0.000,8.888
93.345,5458.142,0.000,8.903
93.600,5457.841,0.000,8.918
93.855,5455.646,0.000,8.933
94.111,5456.326,0.000,8.948
94.366,5453.213,0.000,8.963
94.622,5447.223,0.000,8.978
94.877,5449.861,0.000,8.993
95.133,5445.746,0.000,9.008
95.388,5447.536,0.000,9.023
95.643,5441.831,0.000,9.038
95.899,5439.926,0.000,9.053
96.154,5440.407,0.000,9.068
96.410,5438.990,0.000,9.083
96.665,5436.513,0.000,9.098
96.921,5430.411,0.000,9.113
97.176,5433.036,0.000,9.128
97.431,5428.082,0.000,9.143
97.687,5428.825,0.000,9.158
97.942,5423.722,0.000,9.173
98.198,5425.690,0.000,9.188
98.453,5421.424,0.000,9.203
98.709,5418.723,0.000,9.218
98.973,5420.979,0.000,9.233
99.236,5418.310,0.000,9.248
99.500,5414.885,0.000,9.263
99.764,5417.312,0.000,9.278
100.028,5411.837,0.000,9.293
100.291,5411.103,0.000,9.308
100.555,5409.907,0.000,9.323
100.819,5406.472,0.000,9.338
101.083,5407.005,0.000,9.353
101.347,5403.359,0.000,9.368
101.610,5401.976,0.000,9.383
101.874,5403.908,0.000,9.398
102.138,5397.495,0.000,9.413
102.402,5393.155,0.000,9.428
102.666,5399.616,0.000,9.443
102.929,5399.917,0.000,9.458
103.193,5392.441,0.000,9.473
103.457,5387.822,0.000,9.488
103.721,5389.527,0.000,9.503
103.984,5388.038,0.000,9.518
104.248,5386.702,0.000,9.533
104.512,5383.336,0.000,9.548
104.776,5385.213,0.000,9.563
105.043,5383.602,0.000,9.578
105.314,5378.072,0.000,9.593
105.586,5380.977,0.000,9.608
105.858,5382.209,0.000,9.623
106.130,5376.983,0.000,9.638
106.402,5374.508,0.000,9.654
106.674,5373.450,0.000,9.669
106.946,5373.525,0.000,9.684
107.218,5367.402,0.000,9.699
107.490,5369.769,0.000,9.714
107.761,5367.245,0.000,9.729
108.033,5370.314,0.000,9.744
108.305,5364.872,0.000,9.759
108.577,5367.165,0.000,9.774
108.849,5360.239,0.000,9.789
109.121,5362.247,0.000,9.804
109.393,5360.344,0.000,9.819
109.665,5356.607,0.000,9.834
109.937,5357.348,0.000,9.849
110.208,5358.074,0.000,9.864
110.480,5353.665,0.000,9.879
110.752,5349.599,0.000,9.894
111.024,5351.626,0.000,9.909
111.299,5348.541,0.000,9.924
111.579,5348.353,0.000,9.939
111.859,5347.574,0.000,9.954
112.138,5343.033,0.000,9.969
112.418,5341.926,0.000,9.984
112.698,5344.842,0.000,9.999
112.978,5341.560,0.000,10.014
113.257,5336.210,0.000,10.029
113.537,5341.650,0.000,10.044
113.817,5339.372,0.000,10.059
114.097,5336.154,0.000,10.074
114.377,5333.708,0.000,10.089
114.656,5336.781,0.000,10.104
114.936,5334.581,0.000,10.119
115.216,5337.428,0.000,10.134
115.496,5332.289,0.000,10.149
115.775,5331.017,0.000,10.164
116.055,5328.707,0.000,10.179
116.335,5329.479,0.000,10.194
116.615,5327.907,0.000,10.209
116.894,5327.977,0.000,10.224
117.174,5323.254,0.000,10.239
117.454,5322.255,0.000,10.254
117.742,5321.003,0.000,10.269
118.029,5322.384,0.000,10.284
118.317,5322.646,0.000,10.299
118.604,5317.584,0.000,10.314
118.892,5316.510,0.000,10.329
119.179,5316.852,0.000,10.344
119.466,5314.602,0.000,10.359
119.754,5315.873,0.000,10.374
120.041,5308.346,0.000,10.389
120.329,5310.082,0.000,10.404
120.616,5309.062,0.000,10.419
120.903,5304.883,0.000,10.434
121.191,5306.499,0.000,10.449
121.478,5305.504,0.000,10.464
121.766,5305.845,0.000,10.479
122.053,5307.391,0.000,10.494
122.341,5303.599,0.000,10.509
122.628,5300.956,0.000,10.524
122.915,5301.837,0.000,10.539
123.203,5302.988,0.000,10.554
123.490,5297.882,0.000,10.569
123.780,5296.961,0.000,10.584
124.075,5298.853,0.000,10.599
124.370,5296.252,0.000,10.614
124.665,5296.953,0.000,10.629
124.960,5294.600,0.000,10.644
125.255,5295.003,0.000,10.659
125.549,5290.508,0.000,10.674
125.844,5291.536,0.000,10.689
126.139,5290.127,0.000,10.704
126.434,5287.108,0.000,10.719
126.729,5285.410,0.000,10.734
127.024,5288.909,0.000,10.749
127.319,5285.842,0.000,10.764
127.614,5283.510,0.000,10.779
127.908,5284.377,0.000,10.794
128.203,5285.844,0.000,10.809
128.498,5278.050,0.000,10.824
128.793,5278.647,0.000,10.839
129.088,5278.827,0.000,10.854
129.383,5282.632,0.000,10.869
129.678,5279.316,0.000,10.884
129.974,5279.330,0.000,10.899
130.276,5274.565,0.000,10.914
130.578,5273.660,0.000,10.930
130.880,5275.853,0.000,10.945
131.182,5274.136,0.000,10.960
131.484,5274.183,0.000,10.975
131.787,5271.780,0.000,10.990
132.089,5271.786,0.000,11.005
132.391,5270.625,0.000,11.020
132.693,5270.946,0.000,11.035
132.995,5270.091,0.000,11.050
133.297,5264.328,0.000,11.065
133.600,5262.167,0.000,11.080
133.902,5267.763,0.000,11.095
134.204,5267.237,0.000,11.110
134.506,5261.926,0.000,11.125
134.808,5259.358,0.000,11.140
135.110,5262.389,0.000,11.155
135.412,5263.170,0.000,11.170
135.715,5264.024,0.000,11.185
136.017,5260.586,0.000,11.200
136.322,5257.938,0.000,11.215
136.632,5256.027,0.000,11.230
136.941,5256.972,0.000,11.245
137.250,5255.490,0.000,11.260
137.559,5253.201,0.000,11.275
137.869,5258.475,0.000,11.290
138.178,5257.098,0.000,11.305
138.487,5254.953,0.000,11.320
138.796,5249.996,0.000,11.335
139.106,5252.708,0.000,11.350
139.415,5251.441,0.000,11.365
139.724,5250.214,0.000,11.380
140.033,5250.999,0.000,11.395
140.343,5248.945,0.000,11.410
140.652,5248.331,0.000,11.425
140.961,5247.306,0.000,11.440
141.270,5245.898,0.000,11.455
141.580,5240.836,0.000,11.470
141.889,5243.761,0.000,11.485
142.198,5241.675,0.000,11.500
142.509,5239.425,0.000,11.515
142.826,5244.549,0.000,11.530
143.142,5243.847,0.000,11.545
