time_min,pressure_psi,rate_bpm,G
12.434,8671.626,0.000,1.727
12.520,8669.228,0.000,1.742
12.606,8664.898,0.000,1.757
12.693,8664.164,0.000,1.772
12.780,8656.601,0.000,1.787
12.867,8651.167,0.000,1.802
12.955,8649.721,0.000,1.817
13.043,8645.964,0.000,1.832
13.132,8644.418,0.000,1.847
13.220,8639.560,0.000,1.862
13.310,8634.807,0.000,1.877
13.399,8633.238,0.000,1.892
13.489,8624.165,0.000,1.907
13.579,8621.509,0.000,1.922
13.670,8617.195,0.000,1.938
13.761,8614.542,0.000,1.953
13.852,8608.855,0.000,1.968
13.944,8609.180,0.000,1.983
14.036,8603.780,0.000,1.998
14.128,8597.611,0.000,2.013
14.221,8594.864,0.000,2.028
14.314,8593.878,0.000,2.043
14.407,8591.297,0.000,2.058
14.501,8589.998,0.000,2.073
14.595,8588.229,0.000,2.088
14.690,8579.640,0.000,2.103
14.784,8573.257,0.000,2.118
14.879,8567.409,0.000,2.133
14.975,8568.659,0.000,2.148
15.071,8562.962,0.000,2.163
15.167,8560.235,0.000,2.178
15.264,8556.333,0.000,2.193
15.361,8553.779,0.000,2.208
15.458,8552.710,0.000,2.223
15.555,8547.423,0.000,2.238
15.653,8543.335,0.000,2.253
15.752,8538.138,0.000,2.268
15.850,8533.429,0.000,2.283
15.949,8532.388,0.000,2.298
16.049,8529.849,0.000,2.313
16.149,8530.100,0.000,2.328
16.249,8523.446,0.000,2.343
16.349,8521.784,0.000,2.358
16.450,8515.466,0.000,2.373
16.551,8510.754,0.000,2.388
16.652,8507.865,0.000,2.403
16.754,8505.028,0.000,2.418
16.856,8507.431,0.000,2.433
16.959,8498.240,0.000,2.448
17.062,8498.280,0.000,2.463
17.165,8491.530,0.000,2.478
17.269,8491.943,0.000,2.493
17.373,8487.607,0.000,2.508
17.477,8483.292,0.000,2.523
17.581,8480.304,0.000,2.538
17.686,8475.869,0.000,2.553
17.792,8474.874,0.000,2.568
17.897,8469.888,0.000,2.583
18.004,8465.173,0.000,2.598
18.110,8461.907,0.000,2.613
18.217,8461.658,0.000,2.628
18.324,8461.332,0.000,2.643
18.431,8455.367,0.000,2.658
18.539,8451.693,0.000,2.673
18.647,8449.397,0.000,2.688
18.756,8448.343,0.000,2.703
18.864,8443.086,0.000,2.718
18.974,8438.753,0.000,2.733
19.083,8438.725,0.000,2.748
19.193,8434.319,0.000,2.763
19.303,8433.492,0.000,2.778
19.414,8427.757,0.000,2.793
19.525,8421.922,0.000,2.808
19.636,8418.625,0.000,2.823
19.748,8421.664,0.000,2.838
19.860,8418.821,0.000,2.853
19.972,8412.035,0.000,2.868
20.085,8408.659,0.000,2.883
20.198,8409.389,0.000,2.898
20.311,8401.303,0.000,2.913
20.425,8398.788,0.000,2.928
20.539,8398.934,0.000,2.943
20.653,8393.938,0.000,2.958
20.768,8391.806,0.000,2.973
20.883,8388.587,0.000,2.988
20.999,8386.697,0.000,3.003
21.114,8385.954,0.000,3.018
21.231,8380.446,0.000,3.033
21.347,8378.687,0.000,3.048
21.464,8370.443,0.000,3.063
21.581,8371.599,0.000,3.078
21.699,8367.171,0.000,3.093
21.817,8363.590,0.000,3.108
21.935,8361.450,0.000,3.123
22.053,8359.725,0.000,3.138
22.172,8359.421,0.000,3.153
22.292,8352.140,0.000,3.168
22.411,8352.066,0.000,3.183
22.531,8348.257,0.000,3.198
22.652,8345.798,0.000,3.213
22.772,8345.696,0.000,3.229
22.894,8342.010,0.000,3.244
23.015,8340.861,0.000,3.259
23.137,8335.137,0.000,3.274
23.259,8331.321,0.000,3.289
23.381,8329.540,0.000,3.304
23.504,8327.755,0.000,3.319
23.627,8324.913,0.000,3.334
23.751,8319.688,0.000,3.349
23.875,8319.342,0.000,3.364
23.999,8316.928,0.000,3.379
24.123,8318.825,0.000,3.394
24.248,8314.869,0.000,3.409
24.373,8306.741,0.000,3.424
24.499,8305.211,0.000,3.439
24.625,8300.204,0.000,3.454
24.751,8299.302,0.000,3.469
24.878,8298.473,0.000,3.484
25.005,8297.619,0.000,3.499
25.132,8291.120,0.000,3.514
25.260,8288.648,0.000,3.529
25.388,8283.045,0.000,3.544
25.516,8284.405,0.000,3.559
25.645,8280.001,0.000,3.574
25.774,8278.469,0.000,3.589
25.903,8275.182,0.000,3.604
26.033,8274.161,0.000,3.619
26.163,8268.254,0.000,3.634
26.294,8266.260,0.000,3.649
26.425,8270.883,0.000,3.664
26.556,8261.486,0.000,3.679
26.687,8259.309,0.000,3.694
26.819,8262.624,0.000,3.709
26.951,8262.212,0.000,3.724
27.084,8251.516,0.000,3.739
27.217,8250.586,0.000,3.754
27.350,8249.473,0.000,3.769
27.484,8249.720,0.000,3.784
27.618,8241.767,0.000,3.799
27.752,8240.732,0.000,3.814
27.887,8240.265,0.000,3.829
28.022,8237.071,0.000,3.844
28.157,8232.946,0.000,3.859
28.293,8230.932,0.000,3.874
28.429,8225.956,0.000,3.889
28.565,8225.739,0.000,3.904
28.702,8223.197,0.000,3.919
28.839,8221.713,0.000,3.934
28.976,8217.661,0.000,3.949
29.114,8217.242,0.000,3.964
29.252,8215.856,0.000,3.979
29.391,8211.677,0.000,3.994
29.530,8209.609,0.000,4.009
29.669,8206.555,0.000,4.024
29.808,8203.996,0.000,4.039
29.948,8200.104,0.000,4.054
30.093,8199.735,0.000,4.069
30.241,8196.466,0.000,4.084
30.388,8198.409,0.000,4.099
30.536,8194.935,0.000,4.114
30.683,8190.129,0.000,4.129
30.831,8185.404,0.000,4.144
30.978,8182.281,0.000,4.159
31.126,8184.467,0.000,4.174
31.273,8180.193,0.000,4.189
31.421,8178.214,0.000,4.204
31.569,8171.353,0.000,4.219
31.716,8174.290,0.000,4.234
31.864,8170.939,0.000,4.249
32.011,8165.408,0.000,4.264
32.159,8164.287,0.000,4.279
32.306,8163.361,0.000,4.294
32.454,8160.546,0.000,4.309
32.601,8157.466,0.000,4.324
32.749,8155.457,0.000,4.339
32.897,8152.775,0.000,4.354
33.044,8151.202,0.000,4.369
33.192,8151.461,0.000,4.384
33.339,8141.008,0.000,4.399
33.487,8143.293,0.000,4.414
33.634,8141.748,0.000,4.429
33.782,8139.618,0.000,4.444
33.929,8135.915,0.000,4.459
34.077,8130.781,0.000,4.474
34.224,8132.588,0.000,4.489
34.372,8133.027,0.000,4.505
34.520,8124.147,0.000,4.520
34.667,8126.587,0.000,4.535
34.815,8121.849,0.000,4.550
34.962,8120.032,0.000,4.565
35.110,8115.700,0.000,4.580
35.257,8114.790,0.000,4.595
35.405,8115.714,0.000,4.610
35.552,8111.936,0.000,4.625
35.700,8111.894,0.000,4.640
35.847,8108.445,0.000,4.655
35.995,8104.631,0.000,4.670
36.143,8104.905,0.000,4.685
36.294,8099.961,0.000,4.700
36.456,8098.407,0.000,4.715
36.618,8093.827,0.000,4.730
36.779,8092.225,0.000,4.745
36.941,8088.370,0.000,4.760
37.103,8089.418,0.000,4.775
37.264,8082.759,0.000,4.790
37.426,8084.358,0.000,4.805
37.588,8080.091,0.000,4.820
37.749,8080.495,0.000,4.835
37.911,8077.337,0.000,4.850
38.072,8077.160,0.000,4.865
38.234,8072.665,0.000,4.880
38.396,8065.746,0.000,4.895
38.557,8066.443,0.000,4.910
38.719,8061.922,0.000,4.925
38.881,8060.920,0.000,4.940
39.042,8062.670,0.000,4.955
39.204,8058.616,0.000,4.970
39.366,8053.637,0.000,4.985
39.527,8050.702,0.000,5.000
39.689,8050.492,0.000,5.015
39.850,8045.691,0.000,5.030
40.012,8044.480,0.000,5.045
40.174,8044.146,0.000,5.060
40.335,8043.533,0.000,5.075
40.497,8040.142,0.000,5.090
40.659,8032.045,0.000,5.105
40.820,8034.940,0.000,5.120
40.982,8032.180,0.000,5.135
41.144,8030.569,0.000,5.150
41.305,8030.680,0.000,5.165
41.467,8021.029,0.000,5.180
41.629,8021.682,0.000,5.195
41.790,8021.755,0.000,5.210
41.952,8015.120,0.000,5.225
42.113,8018.946,0.000,5.240
42.275,8014.443,0.000,5.255
42.437,8013.112,0.000,5.270
42.607,8007.991,0.000,5.285
42.782,8008.474,0.000,5.300
42.956,8006.698,0.000,5.315
43.131,8002.743,0.000,5.330
43.305,8000.462,0.000,5.345
43.480,7998.251,0.000,5.360
43.654,7993.702,0.000,5.375
43.829,7992.852,0.000,5.390
44.004,7990.561,0.000,5.405
44.178,7989.352,0.000,5.420
44.353,7988.306,0.000,5.435
44.527,7981.910,0.000,5.450
44.702,7981.498,0.000,5.465
44.877,7982.433,0.000,5.480
45.051,7975.706,0.000,5.495
45.226,7973.272,0.000,5.510
45.400,7973.045,0.000,5.525
45.575,7972.053,0.000,5.540
45.749,7968.112,0.000,5.555
45.924,7968.472,0.000,5.570
46.099,7965.254,0.000,5.585
46.273,7962.950,0.000,5.600
46.448,7960.101,0.000,5.615
46.622,7961.376,0.000,5.630
46.797,7954.038,0.000,5.645
46.972,7948.169,0.000,5.660
47.146,7953.113,0.000,5.675
47.321,7946.718,0.000,5.690
47.495,7945.578,0.000,5.705
47.670,7945.711,0.000,5.720
47.844,7937.618,0.000,5.735
48.019,7936.049,0.000,5.750
48.194,7933.081,0.000,5.765
48.368,7932.426,0.000,5.780
48.543,7932.625,0.000,5.796
48.717,7930.526,0.000,5.811
48.903,7927.763,0.000,5.826
49.089,7922.117,0.000,5.841
49.276,7918.055,0.000,5.856
49.463,7920.517,0.000,5.871
49.649,7917.198,0.000,5.886
49.836,7916.794,0.000,5.901
50.022,7915.013,0.000,5.916
50.209,7911.620,0.000,5.931
50.396,7910.598,0.000,5.946
50.582,7907.271,0.000,5.961
50.769,7905.608,0.000,5.976
50.956,7900.874,0.000,5.991
51.142,7899.659,0.000,6.006
51.329,7898.148,0.000,6.021
51.515,7897.131,0.000,6.036
51.702,7892.439,0.000,6.051
51.889,7892.005,0.000,6.066
52.075,7888.168,0.000,6.081
52.262,7886.201,0.000,6.096
52.449,7885.832,0.000,6.111
52.635,7877.924,0.000,6.126
52.822,7877.055,0.000,6.141
53.008,7874.421,0.000,6.156
53.195,7870.456,0.000,6.171
53.382,7871.504,0.000,6.186
53.568,7872.098,0.000,6.201
53.755,7867.767,0.000,6.216
53.941,7866.471,0.000,6.231
54.128,7865.993,0.000,6.246
54.315,7864.208,0.000,6.261
54.501,7859.153,0.000,6.276
54.688,7859.738,0.000,6.291
54.875,7854.954,0.000,6.306
55.066,7850.834,0.000,6.321
55.264,7849.060,0.000,6.336
55.462,7845.027,0.000,6.351
55.660,7843.951,0.000,6.366
55.858,7842.751,0.000,6.381
56.056,7842.814,0.000,6.396
56.254,7842.389,0.000,6.411
56.452,7833.923,0.000,6.426
56.649,7835.213,0.000,6.441
56.847,7830.087,0.000,6.456
57.045,7830.858,0.000,6.471
57.243,7827.387,0.000,6.486
57.441,7821.728,0.000,6.501
57.639,7824.987,0.000,6.516
57.837,7819.661,0.000,6.531
58.035,7817.544,0.000,6.546
58.233,7814.213,0.000,6.561
58.431,7812.785,0.000,6.576
58.629,7812.691,0.000,6.591
58.827,7809.198,0.000,6.606
59.025,7807.975,0.000,6.621
59.223,7805.783,0.000,6.636
59.420,7805.442,0.000,6.651
59.618,7799.856,0.000,6.666
59.816,7795.330,0.000,6.681
60.014,7798.160,0.000,6.696
60.212,7793.104,0.000,6.711
60.410,7793.738,0.000,6.726
60.608,7790.017,0.000,6.741
60.806,7786.730,0.000,6.756
61.004,7785.432,0.000,6.771
61.202,7786.378,0.000,6.786
61.409,7784.372,0.000,6.801
61.618,7778.099,0.000,6.816
61.826,7776.023,0.000,6.831
62.035,7775.597,0.000,6.846
62.244,7769.496,0.000,6.861
62.452,7769.595,0.000,6.876
62.661,7766.620,0.000,6.891
62.869,7765.042,0.000,6.906
63.078,7760.490,0.000,6.921
63.287,7756.720,0.000,6.936
63.495,7753.495,0.000,6.951
63.704,7753.149,0.000,6.966
63.912,7752.209,0.000,6.981
64.121,7750.283,0.000,6.996
64.330,7752.486,0.000,7.011
64.538,7748.566,0.000,7.026
64.747,7742.173,0.000,7.041
64.956,7742.535,0.000,7.056
65.164,7738.768,0.000,7.071
65.373,7736.757,0.000,7.087
65.581,7735.439,0.000,7.102
65.790,7734.049,0.000,7.117
65.999,7729.875,0.000,7.132
66.207,7730.424,0.000,7.147
66.416,7723.756,0.000,7.162
66.624,7723.795,0.000,7.177
66.833,7726.721,0.000,7.192
67.042,7719.715,0.000,7.207
67.250,7719.878,0.000,7.222
67.459,7714.938,0.000,7.237
67.677,7713.659,0.000,7.252
67.896,7710.127,0.000,7.267
68.115,7707.643,0.000,7.282
68.333,7704.168,0.000,7.297
68.552,7704.331,0.000,7.312
68.771,7699.510,0.000,7.327
68.990,7700.288,0.000,7.342
69.209,7698.870,0.000,7.357
69.427,7695.176,0.000,7.372
69.646,7691.613,0.000,7.387
69.865,7690.837,0.000,7.402
70.084,7687.055,0.000,7.417
70.302,7687.287,0.000,7.432
70.521,7679.496,0.000,7.447
70.740,7680.231,0.000,7.462
70.959,7674.664,0.000,7.477
71.178,7673.399,0.000,7.492
71.396,7676.860,0.000,7.507
71.615,7673.666,0.000,7.522
71.834,7668.180,0.000,7.537
72.053,7664.357,0.000,7.552
72.272,7659.176,0.000,7.567
72.490,7661.762,0.000,7.582
72.709,7665.433,0.000,7.597
72.928,7659.205,0.000,7.612
73.147,7654.960,0.000,7.627
73.365,7654.753,0.000,7.642
73.584,7648.444,0.000,7.657
73.807,7648.715,0.000,7.672
74.035,7647.252,0.000,7.687
74.264,7644.624,0.000,7.702
74.492,7644.121,0.000,7.717
74.721,7640.972,0.000,7.732
74.949,7639.363,0.000,7.747
75.178,7634.393,0.000,7.762
75.406,7635.309,0.000,7.777
75.635,7634.515,0.000,7.792
75.863,7627.060,0.000,7.807
76.092,7624.968,0.000,7.822
76.320,7627.159,0.000,7.837
76.549,7621.848,0.000,7.852
76.777,7622.782,0.000,7.867
77.006,7616.833,0.000,7.882
77.234,7618.371,0.000,7.897
77.463,7613.468,0.000,7.912
77.691,7611.465,0.000,7.927
77.920,7611.821,0.000,7.942
78.148,7605.712,0.000,7.957
78.377,7602.296,0.000,7.972
78.605,7601.025,0.000,7.987
78.800,7600.905,0.000,8.000
78.834,7548.459,0.000,8.002
79.062,7470.345,0.000,8.017
79.291,7422.761,0.000,8.032
79.519,7391.759,0.000,8.047
79.748,7356.154,0.000,8.062
79.977,7334.652,0.000,8.077
80.215,7310.859,0.000,8.092
80.452,7292.660,0.000,8.107
80.690,7276.534,0.000,8.122
80.928,7258.752,0.000,8.137
81.166,7242.803,0.000,8.152
81.404,7228.152,0.000,8.167
81.641,7214.870,0.000,8.182
81.879,7199.167,0.000,8.197
82.117,7189.965,0.000,8.212
82.355,7177.821,0.000,8.227
82.593,7165.728,0.000,8.242
82.830,7155.004,0.000,8.257
83.068,7143.845,0.000,8.272
83.306,7137.076,0.000,8.287
83.544,7122.946,0.000,8.302
83.782,7112.954,0.000,8.317
84.020,7102.818,0.000,8.332
84.257,7093.306,0.000,8.347
84.495,7084.196,0.000,8.363
84.733,7076.473,0.000,8.378
84.971,7069.911,0.000,8.393
85.209,7062.745,0.000,8.408
85.446,7054.411,0.000,8.423
85.684,7045.209,0.000,8.438
85.922,7041.159,0.000,8.453
86.160,7033.633,0.000,8.468
86.405,7024.800,0.000,8.483
86.652,7016.938,0.000,8.498
86.898,7012.619,0.000,8.513
87.145,7005.322,0.000,8.528
87.392,6995.613,0.000,8.543
87.639,6992.069,0.000,8.558
87.885,6986.553,0.000,8.573
88.132,6978.176,0.000,8.588
88.379,6974.419,0.000,8.603
88.626,6965.307,0.000,8.618
88.873,6965.174,0.000,8.633
89.119,6959.387,0.000,8.648
89.366,6950.876,0.000,8.663
89.613,6946.694,0.000,8.678
89.860,6935.828,0.000,8.693
90.106,6933.106,0.000,8.708
90.353,6929.689,0.000,8.723
90.600,6923.074,0.000,8.738
90.847,6921.670,0.000,8.753
91.093,6919.339,0.000,8.768
91.340,6908.170,0.000,8.783
91.587,6904.101,0.000,8.798
91.834,6901.572,0.000,8.813
92.081,6899.718,0.000,8.828
92.327,6889.513,0.000,8.843
92.578,6887.984,0.000,8.858
92.834,6886.721,0.000,8.873
93.089,6875.429,0.000,8.888
93.345,6871.885,0.000,8.903
93.600,6869.373,0.000,8.918
93.855,6865.009,0.000,8.933
94.111,6863.562,0.000,8.948
94.366,6858.361,0.000,8.963
94.622,6850.321,0.000,8.978
94.877,6850.946,0.000,8.993
95.133,6844.856,0.000,9.008
95.388,6844.704,0.000,9.023
95.643,6837.092,0.000,9.038
95.899,6833.313,0.000,9.053
96.154,6831.953,0.000,9.068
96.410,6828.726,0.000,9.083
96.665,6824.469,0.000,9.098
96.921,6816.617,0.000,9.113
97.176,6817.522,0.000,9.128
97.431,6810.875,0.000,9.143
97.687,6809.952,0.000,9.158
97.942,6803.210,0.000,9.173
98.198,6803.566,0.000,9.188
98.453,6797.712,0.000,9.203
98.709,6793.449,0.000,9.218
98.973,6794.167,0.000,9.233
99.236,6789.982,0.000,9.248
99.500,6785.066,0.000,9.263
99.764,6786.024,0.000,9.278
100.028,6779.102,0.000,9.293
100.291,6776.941,0.000,9.308
100.555,6774.340,0.000,9.323
100.819,6769.520,0.000,9.338
101.083,6768.689,0.000,9.353
101.347,6763.697,0.000,9.368
101.610,6760.988,0.000,9.383
101.874,6761.613,0.000,9.398
102.138,6753.911,0.000,9.413
102.402,6748.299,0.000,9.428
102.666,6753.507,0.000,9.443
102.929,6752.570,0.000,9.458
103.193,6743.875,0.000,9.473
103.457,6738.051,0.000,9.488
103.721,6738.569,0.000,9.503
103.984,6735.908,0.000,9.518
104.248,6733.415,0.000,9.533
104.512,6728.908,0.000,9.548
104.776,6729.657,0.000,9.563
105.043,6726.934,0.000,9.578
105.314,6720.306,0.000,9.593
105.586,6722.127,0.000,9.608
105.858,6722.289,0.000,9.623
106.130,6716.005,0.000,9.638
106.402,6712.486,0.000,9.654
106.674,6710.397,0.000,9.669
106.946,6709.453,0.000,9.684
107.218,6702.324,0.000,9.699
107.490,6703.697,0.000,9.714
107.761,6700.191,0.000,9.729
108.033,6702.290,0.000,9.744
108.305,6695.889,0.000,9.759
108.577,6697.235,0.000,9.774
108.849,6689.372,0.000,9.789
109.121,6690.454,0.000,9.804
109.393,6687.636,0.000,9.819
109.665,6682.995,0.000,9.834
109.937,6682.842,0.000,9.849
110.208,6682.684,0.000,9.864
110.480,6677.401,0.000,9.879
110.752,6672.471,0.000,9.894
111.024,6673.643,0.000,9.909
111.299,6669.713,0.000,9.924
111.579,6668.690,0.000,9.939
111.859,6667.084,0.000,9.954
112.138,6661.725,0.000,9.969
112.418,6659.809,0.000,9.984
112.698,6661.925,0.000,9.999
112.978,6657.851,0.000,10.014
113.257,6651.718,0.000,10.029
113.537,6656.384,0.000,10.044
113.817,6653.339,0.000,10.059
114.097,6649.363,0.000,10.074
114.377,6646.167,0.000,10.089
114.656,6648.496,0.000,10.104
114.936,6645.562,0.000,10.119
115.216,6647.681,0.000,10.134
115.496,6641.822,0.000,10.149
115.775,6639.837,0.000,10.164
116.055,6636.820,0.000,10.179
116.335,6636.894,0.000,10.194
116.615,6634.630,0.000,10.209
116.894,6634.016,0.000,10.224
117.174,6628.615,0.000,10.239
117.454,6626.945,0.000,10.254
117.742,6625.028,0.000,10.269
118.029,6625.751,0.000,10.284
118.317,6625.361,0.000,10.299
118.604,6619.653,0.000,10.314
118.892,6617.940,0.000,10.329
119.179,6617.649,0.000,10.344
119.466,6614.772,0.000,10.359
119.754,6615.421,0.000,10.374
120.041,6607.279,0.000,10.389
120.329,6608.406,0.000,10.404
120.616,6606.782,0.000,10.419
120.903,6602.005,0.000,10.434
121.191,6603.028,0.000,10.449
121.478,6601.446,0.000,10.464
121.766,6601.205,0.000,10.479
122.053,6602.175,0.000,10.494
122.341,6597.811,0.000,10.509
122.628,6594.602,0.000,10.524
122.915,6594.922,0.000,10.539
123.203,6595.517,0.000,10.554
123.490,6589.860,0.000,10.569
123.780,6588.393,0.000,10.584
124.075,6589.744,0.000,10.599
124.370,6586.606,0.000,10.614
124.665,6586.776,0.000,10.629
124.960,6583.895,0.000,10.644
125.255,6583.776,0.000,10.659
125.549,6578.763,0.000,10.674
125.844,6579.278,0.000,10.689
126.139,6577.359,0.000,10.704
126.434,6573.836,0.000,10.719
126.729,6571.637,0.000,10.734
127.024,6574.641,0.000,10.749
127.319,6571.081,0.000,10.764
127.614,6568.261,0.000,10.779
127.908,6568.645,0.000,10.794
128.203,6569.633,0.000,10.809
128.498,6561.364,0.000,10.824
128.793,6561.488,0.000,10.839
129.088,6561.200,0.000,10.854
129.383,6564.541,0.000,10.869
129.678,6560.765,0.000,10.884
129.974,6560.324,0.000,10.899
130.276,6555.106,0.000,10.914
130.578,6553.752,0.000,10.930
130.880,6555.500,0.000,10.945
131.182,6553.341,0.000,10.960
131.484,6552.950,0.000,10.975
131.787,6550.113,0.000,10.990
132.089,6549.688,0.000,11.005
132.391,6548.098,0.000,11.020
132.693,6547.996,0.000,11.035
132.995,6546.720,0.000,11.050
133.297,6540.539,0.000,11.065
133.600,6537.964,0.000,11.080
133.902,6543.149,0.000,11.095
134.204,6542.215,0.000,11.110
134.506,6536.499,0.000,11.125
134.808,6533.528,0.000,11.140
135.110,6536.161,0.000,11.155
135.412,6536.546,0.000,11.170
135.715,6537.008,0.000,11.185
136.017,6533.181,0.000,11.200
136.322,6530.147,0.000,11.215
136.632,6527.852,0.000,11.230
136.941,6528.416,0.000,11.245
137.250,6526.556,0.000,11.260
137.559,6523.892,0.000,11.275
137.869,6528.794,0.000,11.290
138.178,6527.047,0.000,11.305
138.487,6524.536,0.000,11.320
138.796,6519.215,0.000,11.335
139.106,6521.566,0.000,11.350
139.415,6519.940,0.000,11.365
139.724,6518.357,0.000,11.380
140.033,6518.789,0.000,11.395
140.343,6516.383,0.000,11.410
140.652,6515.422,0.000,11.425
140.961,6514.050,0.000,11.440
141.270,6512.299,0.000,11.455
141.580,6506.897,0.000,11.470
141.889,6509.483,0.000,11.485
142.198,6507.061,0.000,11.500
142.509,6504.478,0.000,11.515
142.826,6509.270,0.000,11.530
143.142,6508.239,0.000,11.545
